Year,Sample_Code,Group,Sample,Easting,Northing,Longitude,Latitude,Drain,Zone,salinity,Sal_zone,pH,EC,Cl,NOx_N,PO4_P,SO4_S,Al,As,B,Ba,Ca,Co,Cr,Cu,Fe,K,Li,Mg,Mn,Mo,Na,Ni,P,Rb,S,Si,Sr,V,Zn,La,Nd,Gd
2021,2021_8_4,ENVT3361.8,AF21_20,400006,6468082,115.9423205,-31.9187517,NA,S_wetlands,Marine,NA,NA,NA,NA,NA,NA,NA,0.03802,NA,1.919803,0.078662,311.1621,NA,0.005139,0.002688,0.284011,229.9352,0.069617,895.7593,0.395173,NA,7322.762,NA,NA,0.250183,480.4718,2.174305,5.259136,0.015269,0.010514,0.004909,0.005623,NA
2021,2021_8_5,ENVT3361.8,AF21_21,400026,6468077,115.9425315,-31.91879857,NA,S_wetlands,Marine,NA,NA,NA,NA,NA,NA,NA,0.03771,NA,1.925991,0.090699,362.4812,NA,0.006446,0.004654,0.299048,259.8184,0.074989,1035.664,0.511274,NA,8367.061,NA,0.015755,0.274878,522.0066,1.877327,6.097676,0.020088,0.007236,0.005412,0.004528,NA
2021,2021_8_6,ENVT3361.8,AF21_22,400048,6468082,115.9427647,-31.9187554,NA,S_wetlands,Marine,NA,NA,NA,NA,NA,NA,NA,NA,0.002207,1.679719,0.07458,270.4427,0.009292,0.005705,0.002688,0.349551,199.1655,0.050534,739.1238,0.431551,0.001007,5995.834,NA,NA,0.210872,402.4359,2.44387,4.208901,0.017955,0.012346,0.004441,0.004503,NA
2021,2021_9_1,ENVT3361.9,AF21_23,399917,6468221,115.9413936,-31.91749003,Street,Street,Fresh,NA,7.09,1.11,NA,0.64763,0.02713,NA,0.06519,NA,0.08646,0.028941,48.9666,0.04984,NA,NA,2.537035,10.77429,NA,24.76152,0.129869,NA,161.8259,0.005701,NA,0.014737,72.69008,4.602988,0.206846,NA,2.864738,0.003387,0.00472,NA
2021,2021_9_2,ENVT3361.9,AF21_25,399995,6468302,115.9422269,-31.91676625,Street,Street,Fresh,NA,6.63,0.857,NA,0.07398,NA,NA,0.31416,NA,0.146436,0.015131,22.69687,NA,0.000356,0.002398,0.821069,7.275309,NA,5.927885,0.006352,0.004438,144.3272,NA,0.115825,0.010456,17.33066,3.03538,0.058254,NA,0.112971,0.001291,0.004431,NA
2021,2021_10_1,ENVT3361.10,AF21_28,400072,6468411,115.9430525,-31.91578981,Street,Street,Fresh,NA,6.37,0.1193,NA,0.045,NA,NA,NA,NA,NA,0.015312,14.77304,NA,NA,NA,0.082349,1.36436,NA,1.787448,0.046863,NA,6.782015,NA,0.060367,0.001255,NA,0.965313,NA,NA,0.028835,0.001103,0.005013,0.002727
2021,2021_10_2,ENVT3361.10,AF21_29,400015,6468468,115.9424555,-31.91527063,Street,Street,Fresh,NA,6.25,0.063,NA,0.049,NA,NA,0.01918,NA,NA,0.008606,9.407586,NA,NA,NA,0.198067,NA,NA,1.118378,0.047647,NA,NA,NA,0.01684,0.000786,NA,0.611169,NA,NA,0.020107,0.000673,0.003822,0.002636
2021,2021_10_3,ENVT3361.10,AF21_31,400044,6468263,115.9427411,-31.91712236,Woolcock,Woolcock,Fresh,NA,6.04,1.11,NA,0.061,NA,NA,0.0417,NA,NA,0.02994,46.97507,0.048571,0.000417,NA,1.913723,8.691265,NA,20.54634,0.128782,NA,125.2911,0.005227,NA,0.013953,69.57248,4.492211,0.179749,NA,2.801608,0.003509,0.005397,NA
2021,2021_10_4,ENVT3361.10,AF21_32,400056,6468246,115.9428662,-31.91727676,Woolcock,Woolcock,Fresh,NA,6.49,1.114,NA,0.5645,NA,NA,0.03467,NA,NA,0.02931,49.48352,0.042345,0.000598,NA,0.805746,8.530401,NA,20.36844,0.122211,NA,125.5592,0.003419,NA,0.014432,69.03775,4.369055,0.178289,NA,2.337196,0.002442,0.003942,NA
2021,2021_10_5,ENVT3361.10,AF21_33,400051,6468216,115.9428103,-31.91754693,Woolcock,Woolcock,Fresh,NA,6.91,0.031,NA,0.51,NA,NA,0.03534,0.004015,1.636904,0.109033,272.3657,NA,0.006642,0.002054,1.566126,190.3508,0.052204,722.4877,0.363331,NA,5843.906,NA,0.048824,0.209926,394.0799,2.505092,4.396049,0.017996,0.009887,0.004788,0.012129,NA
2021,2021_1_1,ENVT3361.1,AF21_34,400024,6468162,115.9425191,-31.91803166,Woolcock,Woolcock,Fresh,NA,6.95,25.6,NA,0.059,0.19,NA,0.01994,0.003374,1.484316,0.099982,253.0205,NA,0.005338,0.003456,0.554761,173.6938,0.053317,657.3092,0.579264,NA,5292.442,NA,0.184507,0.186412,362.4685,2.70294,4.100451,0.020862,0.010908,0.004597,0.009571,NA
2021,2021_1_2,ENVT3361.1,AF21_35,400057,6468177,115.9428697,-31.91789926,Woolcock,Woolcock,Fresh,NA,6.94,23.21,NA,0.048,0.25,NA,0.05566,NA,1.368134,0.108877,243.5392,NA,0.00611,0.003029,0.438215,159.5779,0.051755,607.6927,0.515967,NA,4858.844,NA,0.270693,0.169142,345.7273,3.085081,3.858671,0.020026,0.007278,0.004361,0.008725,NA
2021,2021_1_3,ENVT3361.1,AF21_36,400022,6468158,115.9424976,-31.91806756,Woolcock,Woolcock,Fresh,NA,7.03,25.13,NA,0.054,0.18,NA,0.02109,NA,1.461286,0.101719,252.6065,NA,0.007366,0.004708,0.779479,170.0323,0.057939,648.1508,0.529751,NA,5238.177,NA,0.186323,0.181265,361.2778,2.725863,4.176032,0.018749,0.00981,0.004771,0.010576,NA
2021,2021_1_4,ENVT3361.1,AF21_37,400668,6468531,115.9493678,-31.91475964,Chapman,Chapman_N,Fresh,NA,6.78,0.8324,NA,0.052,1.67,NA,NA,0.006658,NA,0.029446,28.84877,NA,NA,NA,0.161152,4.9926,0.017326,11.07544,0.494822,NA,107.5231,NA,0.143218,0.006317,17.37098,3.152398,0.176721,NA,0.022477,0.000601,0.002078,0.001611
2021,2021_1_5,ENVT3361.1,AF21_38,400627,6468480,115.948929,-31.91521609,Chapman,Chapman_N,Fresh,NA,6.75,0.5283,NA,0.048,1.2,NA,NA,NA,NA,0.030614,25.43323,0.007958,NA,NA,0.165751,2.829385,0.01452,6.13057,0.253096,NA,67.54385,NA,0.17691,0.005571,12.10259,3.041155,0.128817,NA,0.013119,0.000347,0.003462,0.002394
2021,2021_1_6,ENVT3361.1,AF21_39,400594,6468440,115.9485759,-31.91557402,Chapman,Chapman_N,Fresh,NA,6.82,0.5131,NA,0.054,1.25,NA,NA,0.004042,NA,0.029377,24.78362,0.007669,0.000379,NA,1.267948,3.611368,0.012947,5.697994,0.144711,NA,58.93571,NA,0.276316,0.005163,9.999762,3.048899,0.103742,NA,0.007499,0.000306,0.005071,NA
2021,2021_2_1,ENVT3361.2,AF21_40,400558,6468394,115.9481904,-31.91598581,Chapman,Chapman_N,Fresh,NA,6.91,0.413,NA,0.041,0.235,NA,0.00895,0.004409,NA,0.026674,23.9028,NA,0.000973,0.002372,0.816893,2.099394,NA,4.957396,0.104666,NA,53.51509,NA,0.255367,0.005406,8.754977,2.829062,0.099458,NA,0.008123,0.00071,0.003008,0.001997
2021,2021_2_2,ENVT3361.2,AF21_41,400530,6468344,115.9478892,-31.91643438,Chapman,Chapman_N,Fresh,NA,6.78,0.409,NA,0.03,0.136,NA,0.00957,0.00595,NA,0.021958,23.60895,NA,0.000468,0.00218,0.388788,2.061547,NA,4.762348,0.078529,NA,47.01209,NA,0.144187,0.003884,8.153306,2.678,0.082418,NA,0.010287,0.000627,0.003324,NA
2021,2021_2_3,ENVT3361.2,AF21_42,400510,6468314,115.9476746,-31.91670324,Chapman,Chapman_M,Fresh,NA,6.86,0.373,NA,0.047,0.152,NA,NA,0.003751,NA,0.021978,21.67926,0.008819,NA,NA,0.407076,2.055382,NA,4.356924,0.07283,NA,42.55479,NA,0.145705,0.004601,5.387642,2.446603,0.050301,NA,0.00958,0.00032,0.004777,NA
2021,2021_2_4,ENVT3361.2,AF21_43,400474,6468323,115.9472948,-31.9166189,Chapman,Chapman_M,Fresh,NA,6.93,0.298,NA,0.051,0.202,NA,NA,0.007219,NA,0.018851,19.41576,NA,NA,NA,0.998556,2.708306,NA,3.912204,0.076618,NA,35.31556,NA,0.18507,0.00367,5.867907,2.213354,0.037874,NA,0.007585,0.000826,0.005456,0.002863
2021,2021_2_5,ENVT3361.2,AF21_44,400447,6468338,115.9470108,-31.91648123,Chapman,Chapman_M,Fresh,NA,6.85,0.275,NA,0.043,0.195,NA,NA,NA,NA,0.016641,17.27063,NA,NA,NA,0.40815,2.12338,NA,3.507712,0.057784,NA,31.26609,NA,0.195241,0.002815,4.797697,2.024545,0.02625,NA,0.010287,NA,0.003246,0.002199
2021,2021_4_1,ENVT3361.4,AF21_51,400226,6468138,115.944653,-31.91826591,Chapman,Chapman_S,Marine,NA,7.05,3.5,NA,0.361,0.12029,NA,0.01576,NA,0.246389,0.026172,37.7288,NA,NA,0.002527,0.274428,17.13977,NA,79.28278,0.159848,NA,584.1113,NA,0.145864,0.01747,44.36412,2.116842,0.449707,0.005859,0.011094,0.00125,0.006983,NA
2021,2021_4_2,ENVT3361.4,AF21_52,400189,6468102,115.944258,-31.9185874,Chapman,Chapman_S,Marine,NA,7.05,8.88,NA,0.36,0.07549,NA,0.01486,NA,0.585306,0.048306,77.96974,NA,0.002492,0.002417,0.665025,48.24995,0.017178,204.0104,0.237818,0.001391,1552.712,NA,0.080331,0.046341,118.5505,2.423258,1.201952,0.008381,NA,0.002316,0.00769,0.002226
2021,2021_4_3,ENVT3361.4,AF21_53,400161,6468074,115.943959,-31.9188375,Chapman,Chapman_S,Marine,NA,7.08,4.51,NA,0.694,0.02406,NA,NA,NA,0.300227,0.041496,47.13108,NA,0.001043,0.002741,0.174755,21.52989,NA,107.9303,0.195846,NA,748.5156,NA,0.033873,0.022604,52.67454,2.510005,0.580279,0.008219,0.007121,0.001749,0.002565,NA
2021,2021_4_4,ENVT3361.4,AF21_54,400138,6468050,115.9437132,-31.91905197,Chapman,Chapman_S,Marine,NA,7.14,2.97,NA,0.773,0.01908,NA,NA,NA,0.206422,0.039989,37.933,NA,0.001687,0.002147,0.176727,11.51627,NA,77.42141,0.183276,NA,508.1409,NA,0.022756,0.016845,35.15677,2.530137,0.393536,0.008847,0.0061,0.001328,0.002692,NA
2021,2021_4_5,ENVT3361.4,AF21_55,400107,6468020,115.9433823,-31.91931986,Chapman,Chapman_S,Marine,NA,7.17,3.04,NA,1.01,0.01078,NA,NA,NA,0.207046,0.041881,37.61109,0.010406,0.001464,0.001899,0.179835,11.90655,NA,77.26893,0.184502,0.000813,508.4972,NA,0.03578,0.016106,36.90734,2.550873,0.387575,0.006659,0.008371,0.001009,0.00495,NA
2021,2021_11_1,ENVT4461.1,AF21_56,400082,6467991,115.9431149,-31.91957925,Chapman,Chapman_S,Marine,NA,6.13,2.8,NA,0.691795,0.013911,NA,NA,NA,0.191924,0.039224,34.90045,NA,0.001299,NA,0.182945,10.31829,NA,70.93163,0.157916,NA,461.0691,NA,0.031653,0.013836,33.82586,2.580411,0.349665,0.009214,0.010278,0.001413,0.00291,0.002262
2021,2021_11_2,ENVT4461.1,AF21_57,400083,6468075,115.9431341,-31.91882162,Chapman_side,S_wetlands,Fresh,NA,6.25,3.97,NA,1.362882,0.01057,NA,0.01391,NA,0.343005,0.026475,41.01981,NA,0.002011,0.003624,0.200834,20.03261,NA,93.80334,0.117601,NA,674.2271,NA,0.026139,0.01983,47.46919,2.649857,0.511138,0.005827,0.007276,0.001842,0.005698,NA
2021,2021_11_3,ENVT4461.1,AF21_58,400096,6468064,115.9432705,-31.91892199,Chapman_side,S_wetlands,Fresh,NA,6.33,3.73,NA,1.065194,0.012241,NA,NA,NA,0.294602,0.032448,39.57575,NA,0.001892,0.003878,0.180453,15.23516,NA,87.61876,0.136996,NA,606.2689,NA,0.04249,0.019448,45.61067,2.639494,0.465969,0.007286,0.006007,0.001141,0.006296,NA
2021,2021_11_4,ENVT4461.1,AF21_59,400106,6468057,115.9433755,-31.91898601,Chapman_side,S_wetlands,Fresh,NA,6.38,2.17,NA,1.120981,0.012241,NA,NA,NA,0.209811,0.03532,36.88506,NA,0.000842,0.003246,0.171054,12.01529,NA,75.78696,0.152799,NA,488.6048,0.003514,0.036361,0.015824,36.38557,2.596414,0.374457,0.006652,0.004892,0.001177,0.005394,0.00167
2021,2021_11_5,ENVT4461.1,AF21_60,400112,6468045,115.9434377,-31.91909479,Chapman_side,S_wetlands,Fresh,NA,6.38,2.85,NA,1.505632,0.012241,NA,NA,NA,0.194933,0.039459,35.14957,0.008272,0.000826,0.002249,0.178339,10.41416,NA,71.79562,0.160827,NA,457.8646,NA,0.018739,0.014602,33.53148,2.582101,0.355983,0.007552,0.006683,0.001202,0.005892,NA
2021,2021_11_6,ENVT4461.1,AF21_61,400112,6468031,115.9434363,-31.91922107,Chapman_side,S_wetlands,Fresh,NA,6.4,2.86,NA,0.768209,0.013911,NA,NA,NA,0.193687,0.038833,35.27879,NA,0.001141,NA,0.168932,10.44846,NA,72.00013,0.161515,NA,464.4809,NA,0.033572,0.014855,33.67321,2.600392,0.348874,0.00644,0.006612,0.001522,0.004861,NA
2021,2021_12_1,ENVT4461.2,AF21_62,400050,6467961,115.9427734,-31.91984704,NA,SwanR,Fresh,NA,NA,NA,NA,0.632,0.00967442,NA,0.02113,NA,0.207667,0.041691,38.84447,0.009105,0.000433,NA,0.149651,11.50954,NA,79.39531,0.192866,0.000924,516.4734,NA,0.023344,0.016809,37.80307,2.571749,0.380278,0.005161,0.008757,0.002045,0.004619,0.002628
2021,2021_12_2,ENVT4461.2,AF21_63,400000,6467966,115.9422451,-31.91979754,NA,SwanR,Fresh,NA,NA,NA,NA,0.439,0.00967442,NA,0.01907,NA,0.208871,0.041389,38.45968,NA,0.000904,0.002858,0.156176,11.06942,NA,79.2608,0.192324,0.000889,511.0711,NA,0.029847,0.016166,36.76742,2.570001,0.398659,0.0055,NA,0.001491,0.00615,NA
2021,2021_12_3,ENVT4461.2,AF21_64,399998,6467993,115.9422267,-31.91955381,Kitchener,Kitchener_S,Fresh,NA,NA,NA,NA,0.855,0.01153488,NA,0.03264,NA,0.220311,0.041232,38.81951,NA,0.000542,NA,0.179415,12.54512,NA,80.79765,0.192707,0.00096,534.9417,NA,0.029844,0.016953,36.91759,2.559151,0.403234,0.006197,0.007831,0.001235,0.004003,0.001925
2021,2021_12_4,ENVT4461.2,AF21_65,399991,6468023,115.9421558,-31.91928259,Kitchener,Kitchener_S,Fresh,NA,NA,NA,NA,0.681,0.00223256,NA,0.02961,NA,0.226993,0.04084,39.16585,NA,0.000708,NA,0.158598,13.15447,NA,82.8585,0.196196,NA,550.4218,NA,0.036087,0.018483,41.27699,2.584157,0.424116,0.007636,0.009186,0.002333,0.003894,0.00208
2021,2021_12_5,ENVT4461.2,AF21_66,399980,6468047,115.9420419,-31.91906513,Kitchener,Kitchener_S,Fresh,NA,NA,NA,NA,0.813,0.00967442,NA,0.01275,NA,0.278383,0.042365,45.22328,NA,0.001744,0.004104,0.186796,17.13044,NA,100.8045,0.211322,0.001114,690.3414,NA,0.026396,0.022298,54.2949,2.589537,0.524917,0.005665,0.007458,0.001925,0.007264,NA
2021,2021_13_2,ENVT4461.3,AF21_68,399968,6468038,115.9419141,-31.91914526,NA,SW_pond,Marine,NA,6.47,27.6,NA,0.5126995,0.0111,NA,0.01269,0.003294,1.707954,0.066873,211.0273,NA,0.005942,0.002338,1.533977,174.5955,0.05262,630.5807,0.128176,0.001985,5117.965,NA,0.028349,0.1763,381.1399,2.570881,3.926632,0.01498,0.005862,0.004016,0.009762,NA
2021,2021_13_3,ENVT4461.3,AF21_69,399978,6468056,115.9420217,-31.91898377,Kitchener,Kitchener_N,Marine,NA,6.76,7.52,NA,0.7081387,0.0128,NA,0.0091,NA,0.558943,0.040469,74.52994,NA,0.00157,0.002932,0.486141,45.87778,0.013721,188.6549,0.208421,NA,1451.097,NA,0.033913,0.045774,105.6067,2.670841,1.144226,0.008965,0.03334,0.002153,0.008175,NA
2021,2021_13_4,ENVT4461.3,AF21_70,399965,6468081,115.9418868,-31.91875711,Kitchener,Kitchener_N,Marine,NA,6.6,12.7,NA,0.1894576,0.086,NA,0.05302,NA,0.741593,0.108925,167.0313,0.010668,0.003615,0.004394,0.5659,80.36311,0.015235,309.6468,0.258003,NA,2522.136,NA,NA,0.099402,169.672,3.035608,2.243385,0.006734,0.359725,0.003465,0.00857,NA
2021,2021_13_5,ENVT4461.3,AF21_71,399932,6468128,115.9415427,-31.91833025,Kitchener,Kitchener_N,Fresh,NA,7.21,0.81,NA,0.2144932,0.066,NA,0.18716,NA,0.145424,0.016038,22.12951,NA,0.001555,NA,0.449567,6.780837,NA,7.61271,0.010045,NA,155.0138,NA,0.077995,0.010098,18.79401,3.067943,0.06085,0.004746,0.0647,0.000853,0.005384,NA
2021,2021_13_6,ENVT4461.3,AF21_72,399913,6468164,115.9413454,-31.91800384,Kitchener,Kitchener_N,Fresh,NA,7.19,0.758,NA,0.1365598,0.1276,NA,0.25683,NA,0.143729,0.015894,22.22308,0.008707,0.001519,NA,0.843964,7.033131,NA,5.55526,0.009314,NA,136.6689,NA,0.095792,0.011026,17.93834,3.21365,0.058143,0.005012,0.109073,0.001169,0.005417,NA
2022,2022_AF22_W1,ENVT3361_1,AF22_W1,400678,6468541,115.9494746,-31.91467031,Chapman,Chapman_N,Fresh,CD_fresh,6.95,0.632,195.449,0.422,0.067,23.828,NA,0.0093,0.034,0.06,41,NA,0.0011,NA,2.25,4.6,0.0032,10.1,0.211,NA,106,NA,0.074,0.012,NA,5.63,0.18,0.0031,NA,0.0011,0.005,NA
2022,2022_AF22_W2,ENVT3361_1,AF22_W2,400587,6468435,115.9485013,-31.91561851,Chapman,Chapman_N,Fresh,CD_fresh,7.07,0.83,NA,0.162,0.135,18.611,NA,0.0059,NA,0.064,46,NA,5.00E-04,NA,3.66,4.6,0.0022,10.9,0.229,NA,106.6,NA,0.101,0.013,NA,5.6,0.2,0.0035,NA,0.0015,0.004,NA
2022,2022_AF22_W3,ENVT3361_2,AF22_W3,400491,6468314,115.9474737,-31.91670157,Chapman,Chapman_N,Fresh,CD_fresh,7.03,0.861,171.346,0.023,0.0431,27.612,NA,0.0119,0.028,0.065,45,0.0087,4.00E-04,NA,3.13,3.3,0.0021,10.2,0.12,NA,108.4,NA,NA,0.009,NA,5.04,0.19,0.0029,NA,0.0013,NA,NA
2022,2022_AF22_W4,ENVT3361_2,AF22_W4,400451,6468338,115.9470531,-31.91648158,Chapman,Chapman_N,Fresh,CD_fresh,7.09,0.909,NA,0.015,1.533,22.529,NA,0.0102,0.029,0.068,46,0.0025,0.0015,NA,1.2,3.8,0.0029,10.4,0.091,NA,111,NA,NA,0.011,NA,4.97,0.2,0.004,NA,8.00E-04,NA,NA
2022,2022_AF22_W5,ENVT3361_3,AF22_W5,400372,6468289,115.9462126,-31.91691665,Chapman,Chapman_N,Fresh,CD_fresh,7.26,10.5,202.937,0.6341,0.018,24.467,NA,0.0048,0.083,0.074,62,0.0045,0.002,0.0048,0.57,7.7,0.0053,30.4,0.088,NA,265,NA,0.193,0.018,NA,6.32,0.32,0.0035,NA,0.0014,NA,NA
2022,2022_AF22_W6,ENVT3361_3,AF22_W6,400309,6468220,115.9455392,-31.91753353,Chapman,Chapman_M,Fresh,CD_fresh,7.07,19.8,489.348,0.10775,0.029,11.804,NA,NA,0.032,0.051,50,NA,5.00E-04,NA,0.68,19.8,0.0033,12,0.115,NA,118.8,0.0032,0.246,0.025,NA,4.87,0.21,0.0035,NA,0.0011,NA,NA
2022,2022_AF22_W7,ENVT3361_4,AF22_W7,400169,6468086,115.9440448,-31.91872996,Chapman,Chapman_S,Marine,CD_saline,6.98,39.35,14985.353,0.038,0.018,68.21,NA,NA,2.121,0.094,300,0.0064,0.0058,NA,0.11,256.2,0.1154,892.1,0.342,NA,7878.2,NA,NA,0.34,564.9839,2.77,4.87,0.0253,NA,0.006,0.006,NA
2022,2022_AF22_W8,ENVT3361_4,AF22_W8,400082,6467995,115.9431153,-31.91954317,Chapman,Chapman_S,Marine,CD_saline,7.18,37.55,15845,0.036,0.052,65.46,NA,0.006,2.269,0.076,314,NA,0.0055,NA,0.01,286.3,0.1324,948.8,0.081,0.002,8414.4,NA,NA,0.372,602.309,2.31,5.24,0.0286,NA,0.0061,0.009,NA
2022,2022_AF22_W9,ENVT3361_5,AF22_W9,400010,6467963,115.9423505,-31.91982548,SwanR,SwanR,Marine,SwanR,7.28,46.85,15825.093,8.00E-04,0.038,72.0728,NA,0.0023,2.273,0.075,310,NA,0.0059,NA,0,287.1,0.1399,945.1,0.072,0.0018,8455.4,NA,NA,0.375,617.1208,2.22,5.21,0.0287,NA,0.0061,0.007,NA
2022,2022_AF22_W10,ENVT3361_5,AF22_W10,400028,6467967,115.9425413,-31.91979098,SwanR,SwanR,Marine,SwanR,7.83,49.2,16659.834,0.0414,0.039,73.3574,NA,0.0026,2.245,0.076,306,NA,0.0063,0.0069,0.08,283.6,0.1366,933.1,0.08,0.0016,8359.6,NA,NA,0.365,603.5373,2.34,5.13,0.0304,NA,0.006,0.01,NA
2022,2022_AF22_W11,ENVT3361_6,AF22_W11,399973,6468037,115.9419669,-31.91915471,Kitchener,Kitchener_S,Marine,KD_saline,7.41,57.75,NA,21.167,0.022,80.5,NA,0.0053,2.782,0.122,402,NA,0.0073,NA,0.05,354.9,0.1688,1201.5,0.157,NA,10608.1,NA,0.132,0.467,747.7774,5,6.64,0.0301,NA,0.0075,0.008,NA
2022,2022_AF22_W12,ENVT3361_6,AF22_W12,399957,6468026,115.9417965,-31.91925253,Kitchener,SW_pond,Marine,KD_saline,7.33,52,NA,9.453,0.021,82.5,NA,NA,2.673,0.117,399,NA,0.0074,NA,0.15,348.6,0.1649,1182.9,0.164,NA,10516.6,NA,0.133,0.466,748.6374,4.78,6.54,0.033,NA,0.0075,0.01,NA
2022,2022_AF22_W13,ENVT3361_7,AF22_W13,400320,6468368,115.9456708,-31.91619947,NA,FloodWood,Fresh,FW,7.25,0.983,195.29,0.55,0.344,27.25,0.171,NA,0.155,0.016,28,NA,0.002,NA,0.44,11.5,0.0032,15.7,0.02,NA,228.1,NA,NA,0.013,NA,4.39,0.17,NA,NA,8.00E-04,0.006,NA
2022,2022_AF22_W14,ENVT3361_7,AF22_W14,399934,6468120,115.941563,-31.91840259,Kitchener,Kitchener_N,Fresh,KD_fresh,7.26,0.945,199.09,0.39,0.361,29,0.244,NA,0.135,0.016,24,0.006,0.0021,NA,0.64,8.9,0.0032,6.1,0.009,NA,153.9,NA,NA,0.013,NA,4.1,0.11,0.0038,NA,0.0013,NA,NA
2022,2022_AF22_W15,ENVT3361_8,AF22_W15,399984,6468039,115.9420834,-31.91913764,Kitchener,Kitchener_S,Marine,KD_saline,6.6,55.35,18509.26,0.346,0.006,82.48161,NA,0.0061,1.828,0.201,440,0.0085,0.0078,NA,39.64,291.5,0.0868,1120.1,0.492,NA,9779,NA,NA,0.424,681.4385,4.63,6.36,0.0324,NA,0.0068,0.007,NA
2022,2022_AF22_W16,ENVT3361_8,AF22_W16,399997,6468014,115.9422183,-31.9193643,Kitchener,Kitchener_S,Marine,KD_saline,7.49,48.75,20558.625,0.344,0.023,75.66052,NA,NA,2.21,0.109,349,0.0074,0.0069,0.006,0.09,301.4,0.1384,1034.3,0.16,NA,9196.9,NA,NA,0.399,635.8018,2.91,5.66,0.0314,NA,0.0065,0.008,NA
2022,2022_AF22_W17,ENVT3361_9,AF22_W17,400040,6468171,115.9426893,-31.91795188,Woolcock,NW_pond,Fresh,Woolcock,6.75,42.45,20168,0.445,0.067,95.86,NA,0.0028,2.082,0.132,361,0.0151,0.007,0.0052,22.82,293.8,0.1234,1058.2,1.018,NA,9295.8,NA,NA,0.38,674.0195,5.12,5.68,0.0279,NA,0.0067,0.009,NA
2022,2022_AF22_W18,ENVT3361_9,AF22_W18,400028,6468166,115.9425619,-31.91799593,Woolcock,NW_pond,Fresh,Woolcock,7.86,35.26,17304,0.271,0.005,84.28,NA,0.0031,2.51,0.148,420,0.0054,0.0059,0.0052,0.06,358.6,0.1721,1226.5,0.572,0.0022,10709.9,NA,NA,0.467,775.0648,2.61,6.72,0.0312,NA,0.0063,0.007,NA
2022,2022_AF22_W19,ENVT4461_10,AF22_W19,400120,6468041,115.9435219,-31.91913157,Chapman,Chapman_S,Marine,CD_saline,7.3,46.1,NA,NA,NA,NA,NA,0.0045,2.109,0.084,302,0.0044,0.0056,NA,0.1,269.6,0.1327,905.4,0.184,NA,8003.8,NA,NA,0.343,570.4675,2.42,4.96,0.0275,NA,0.0057,0.005,NA
2022,2022_AF22_W20,ENVT4461_10,AF22_W20,400110,6468040,115.9434161,-31.91913971,Chapman_side,Chapman_S,Marine,CD_saline,6.82,46.2,NA,NA,NA,NA,NA,NA,1.856,0.142,358,NA,0.0075,NA,17.81,257.5,0.1016,995.9,1.306,NA,8303.8,NA,NA,0.332,579.2226,4.53,5.58,0.0273,NA,0.0061,0.008,NA
2022,2022_AF22_W21,ENVT4461_11,AF22_W21,400323,6468232,115.9456885,-31.91742651,Chapman,Chapman_M,Fresh,CD_fresh,7.57,159.2,61495.93,0.063,0.0267,2379.406,NA,0.0168,4.727,0.287,1435,NA,0.0075,0.0058,0.06,1054.1,0.7447,4287,0.695,NA,30428.8,NA,NA,1.637,2539.531,0.51,21.72,0.0286,NA,0.0112,NA,NA
2022,2022_AF22_W22,ENVT4461_11,AF22_W22,400261,6468172,115.9450266,-31.91796229,Chapman,Chapman_S,Fresh,CD_fresh,7.22,4.65,1345.083,0.029,0.233,75.682,NA,NA,0.31,0.05,78,0.0033,8.00E-04,NA,0.11,39.2,0.0111,114.4193,0.019,NA,1001.167,NA,0.276,0.032,69.1311,5.11,0.74,0.0047,NA,0.0021,0.0037,NA
2022,2022_AF22_W23,ENVT4461_S2_1,2022_W23,400475,6468327,115.9473058,-31.9165829,Chapman,Chapman_N,Fresh,CD_fresh,7.42,0.6245,128.525,NA,0,0.546,0.049,NA,0.068,0.038,51.5,NA,0.001,0.016,0.222,6.37,0.0026,10.346,0.011,0.0029,89,0.0022,0.044,0.008,26.7,6.737,0.204,0.0024,0.149,0.0023,0.012,NA
2022,2022_AF22_W24,ENVT4461_S2_1,2022_W24,400410,6468325,115.9466182,-31.91659525,Chapman,Chapman_N,Fresh,CD_fresh,7.53,2.06,700.434,NA,0.062,1.119,0.044,NA,0.215,0.032,48.2,NA,0.0015,0.01,0.378,17.14,0.0073,45.813,0.095,0.0013,388,0.0021,0.007,0.02,59.5,3.895,0.34,0.0017,0.16,0.0025,0.011,NA
2022,2022_AF22_W25,ENVT4461_S2_1,2022_W25,400327,6468243,115.9457319,-31.91732764,Chapman,Chapman_M,Fresh,CD_saline,6.79,3.75,1260.584,NA,0.062,1.333,0.061,NA,0.313,0.026,58.1,NA,0.0038,0.008,11.625,27.25,0.0069,94.173,0.165,0.0011,689,0.0058,0.046,0.022,78.2,4.782,0.539,0.0023,0.063,0.0011,0.014,NA
2022,2022_AF22_W26,ENVT4461_S2_1,2022_W26,400308,6468242,115.9455309,-31.91733499,Chapman,N_pond,Fresh,CD_fresh,7.29,5.01,1253.693,NA,0.092,1.556,0.012,NA,0.354,0.02,70.6,NA,0.0034,0.012,1.56,32.71,0.0067,116.608,0.148,0.0029,894,0.002,0.007,0.026,100.7,3.168,0.688,0.0028,0.018,0.0016,0.019,NA
