Year,Group,Sample,SampID,GSample,Drain,Zone,Type,Type2,DepthType,Easting,Northing,Longitude,Latitude,Depth_upper_cm,Depth_lower_cm,DepthMid,pH,EC,EC_units,Al,As,Ba,Ca,Ce,Co,Cr,Cu,Fe,Gd,K,La,Li,Mg,Mn,Mo,Na,Nd,Ni,P,Pb,S,Sr,Th,V,Y,Zn,REE
2023,ENVT4461_15,S2023_15.3,15.3,NA,Chapman,SM_SW,Saltmarsh,Saltmarsh E,Surface,400045,6468020,115.942727,-31.9193144,0,10,5,6,6.66,NA,37252,8,60,2578,107,22,70,59,48612,6,3335,55,25,4933,270,1,9399,41,25,492,46,1417,48,21,84,23,237,209
2023,ENVT4461_16,S2023_16.1,16.1,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399912,6468000,115.941318,-31.9194831,0,10,5,NA,2.75,NA,28876,3,32,4952,63,5,47,53,19303,4,3888,32,26,9700,46,4,44051,23,16,420,29,13863,83,13,52,15,104,122
2023,ENVT4461_16,S2023_16.3,16.3,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399912,6467984,115.941316,-31.9196274,0,10,5,NA,6.35,NA,30394,3,35,4615,69,6,50,54,21215,4,3894,33,28,8311,53,3,35731,25,16,394,29,12754,78,15,53,15,153,131
2023,ENVT4461_16,S2023_16.4,16.4,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399912,6467976,115.941315,-31.9196996,0,10,5,NA,7.88,NA,29971,5,30,5145,55,8,52,50,31802,3,4482,28,25,10326,81,4,51767,21,17,450,28,22642,83,13,58,13,109,107
2023,ENVT4461_16,S2023_16.5,16.5,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399925,6467995,115.941455,-31.9195293,0,10,5,NA,6.57,NA,34513,3,34,3777,75,6,60,56,20346,4,4094,37,33,7621,52,2,27382,27,19,348,31,8404,61,17,57,16,161,143
2023,ENVT4461_16,S2023_16.6,16.6,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399960,6468000,115.941826,-31.9194873,0,10,5,NA,8.83,NA,17675,6,28,5558,47,5,32,37,38204,3,4117,23,15,11838,55,6,74701,18,11,517,23,32757,92,10,50,11,124,91
2023,ENVT4461_17,S2023_17.1,17.1,NA,NA,NE,Lake_Sed,Lake_Sed,Core,400455,6468307,115.947092,-31.9167616,0,20,10,5.38,5.41,NA,26833,10,66,1770,116,6,36,112,42676,7,1878,50,21,2856,43,1,8607,39,10,1146,64,3107,41,12,46,26,127,212
2023,ENVT4461_17,S2023_17.2,17.2,NA,NA,NE,Lake_Sed,Saltmarsh W,Core,400467,6468312,115.94722,-31.9167175,0,20,10,5.41,5.38,NA,13366,11,40,2612,28,4,28,72,20172,1,849,13,9,744,34,3,696,10,8,465,38,1477,24,5,29,5,79,52
2024,G01,S01 00-08cm,South of SW pond,NA,NA,SW-S,Saltmarsh,Saltmarsh W,Core,399936,6468006,115.9415724,-31.91943109,0,8,NA,4.18,9.07,mS,38302.1,0.823,51.83,2300.7,94.15,7.209,70.58,52.61,26625.9,5.626,3910.8,45.92,33.81,5357.3,50.35,1.507,18736.7,36.02,19.88,280.1,37.64,4371.1,49.02,23.45,71.19,18.34,165.15,181.716
2024,G01,S01 08-14cm,South of SW pond,NA,NA,SW-S,Saltmarsh,Saltmarsh W,Core,399936,6468006,115.9415724,-31.91943109,8,14,NA,5.39,9.73,mS,43847.9,3.361,77.88,2608.6,115.67,9.061,68.07,45.96,44522.5,6.862,4049.9,56.33,56.47,5069.9,56.21,2.658,15194,42.86,24.86,521,39.18,1983.2,56.95,21.08,106.29,25.13,241.48,221.722
2024,G01,S01 14-20cm,South of SW pond,NA,NA,SW-S,Saltmarsh,Saltmarsh W,Core,399936,6468006,115.9415724,-31.91943109,14,20,NA,6.48,3.55,mS,53972.6,1.405,54.45,2141.3,102.62,8.569,70.84,32.91,34986.1,5.916,3607.9,48.1,70.82,4097.1,61.02,2.945,9520.4,38.02,21.64,204.2,26.13,1038.5,47.46,22.27,83.75,23.38,119.44,194.656
2024,G01,S01 20-26cm,South of SW pond,NA,NA,SW-S,Saltmarsh,Saltmarsh W,Core,399936,6468006,115.9415724,-31.91943109,20,26,NA,6.75,3.42,mS,50722.8,3.518,97.12,1626.2,105.77,8.221,70.3,29.29,33270.9,6.176,3313.9,52.39,71.39,3591.7,59.15,3.472,7456.1,37.92,18.28,204.5,36.55,730.6,86.69,22.77,90.67,24.05,113.29,202.256
2024,G01,S01 26-32cm,South of SW pond,NA,NA,SW-S,Saltmarsh,Saltmarsh W,Core,399936,6468006,115.9415724,-31.91943109,26,32,NA,6.84,3130,µS,48932.5,NA,117.94,1606.8,99.51,8.116,70.31,32.33,34436.6,6.705,3234.1,42.05,75.82,3680.4,60.13,3.131,8015.3,38.4,17.24,109.7,30.21,703.2,45.44,23.48,100.51,23.93,81.98,186.665
2024,G01,S01 30-38cm,South of SW pond,NA,NA,SW-S,Saltmarsh,Saltmarsh W,Core,399936,6468006,115.9415724,-31.91943109,30,38,NA,6.95,5.56,mS,45281.6,3.984,106.37,1505.4,60.7,8.108,66.14,24.98,39132.2,4.439,2888.1,26.32,64.59,3698.6,62.97,5.496,9975.3,24.87,14.78,87.3,18.31,852.7,35.74,22.41,112.5,12.89,75.91,116.329
2024,G02,C (3),S-pond complex near Kitchener Rd Drain,NA,NA,S-ponds-KMD,Saltmarsh,Saltmarsh W,Core,400015,6468027,115.94241,-31.91924862,36,46.5,NA,6.45,4.73,mS,42798.4,3.304,57.05,2161.4,113.46,8.025,59.34,31.41,53765.3,6.762,2827.8,51.75,60.23,3355.5,49.9,3.829,9229.3,39.91,16.21,396.9,30.21,1441.7,42.64,18.95,82.23,26.44,127.67,211.882
2024,G02,H-B1,S-pond complex near Kitchener Rd Drain,NA,NA,S-ponds-KMD,Saltmarsh,Saltmarsh W,Core,400015,6468027,115.94241,-31.91924862,21,36,NA,6.48,2.83,mS,42801.2,4.346,99.42,2644.7,119.93,11.405,80.31,83.41,52628.4,7.167,3398.1,61.49,38.72,4840.6,87.42,2.363,12646.4,46.3,26.98,640.4,53.84,2346.4,55.69,24.69,92.65,24.94,290.45,234.887
2024,G02,S02 0-21cm,S-pond complex near Kitchener Rd Drain,NA,NA,S-ponds-KMD,Saltmarsh,Saltmarsh W,Core,400015,6468027,115.94241,-31.91924862,0,21,NA,6.35,6.54,mS,41127.8,7.728,50.61,3677.8,69.93,14.058,62.01,115.27,69427.9,4.4,3679.1,34.6,28.44,5928.2,55.72,3.675,23104.7,27.28,19.47,1245.2,58.48,14151.6,65.06,17.67,82.36,13.97,267.77,136.21
2024,G03,S03 0-8.5cm,Chapman Side Drain,Chapman,NA,CMD-side,Drain_Sed,Drain_Sed,Core,400107,6468053,115.9433857,-31.91902218,0,8.5,NA,7.15,4.4,mS,17452.1,23.733,46.15,4002.4,40.84,14.645,31.67,314.67,65471.9,3.001,1969.2,20.83,18.31,4724.4,171.26,3.056,14917.6,16.16,10.5,2110.7,130.57,3147.8,88.1,7.53,55.81,9.49,545.36,80.831
2024,G03,s03 8.5-23cm,Chapman Side Drain,Chapman,NA,CMD-side,Drain_Sed,Drain_Sed,Core,400107,6468053,115.9433857,-31.91902218,8.5,23,NA,5.96,3.78,mS,27559.8,51.761,48.04,2859.3,56.15,25.801,37.11,1068.44,57522.1,3.72,2192.3,27.6,32.26,4025.5,57.06,5.367,19317.2,20.45,17.99,2002.7,540.19,22039.1,61.4,8.06,60.61,12.94,863.82,107.92
2024,G03,S03 40-52cm,Chapman Side Drain,Chapman,NA,CMD-side,Drain_Sed,Drain_Sed,Core,400107,6468053,115.9433857,-31.91902218,40,52,NA,6.69,1406,µS,32331.7,2.956,42.47,2254.2,109.8,38.986,61.53,95.4,31046.4,6.333,3108.6,54.91,38.76,3996.9,76.12,2.055,6320.5,40.29,24.77,317.6,48.23,7157.9,42.08,20.2,79.07,25.11,556.97,211.333
2024,G03,S03 52-69cm,Chapman Side Drain,Chapman,NA,CMD-side,Drain_Sed,Drain_Sed,Core,400107,6468053,115.9433857,-31.91902218,52,69,NA,7.83,912,µS,34837.7,6.304,45.38,3229.6,107.32,21.66,54.34,35,43866.8,6.485,2820.3,53.65,48.79,3535.2,206.79,3.728,5685.3,38.55,19.94,373.8,27.31,9207.4,44.54,17.92,79.57,27.04,59.33,206.005
2024,G04,4.2B,N pond east,NA,NA,N-NE,Lake_Sed,Lake_Sed,Core,400246,6468274,115.9448785,-31.91704089,0,10,NA,5.95,5.86,mS,52863.7,4.562,62.84,1189.1,65.84,9.757,59,27.64,102879.9,5.763,3364.1,28.06,46.86,3628,79.42,20.111,7371.3,29.14,14.57,220.9,19.07,1498.1,47.56,17.67,97.75,15.73,60.37,128.803
2024,G04,Core 1,N pond east,NA,NA,N-NE,Lake_Sed,Lake_Sed,Core,400304,6468271,115.9454916,-31.91707305,0,3,NA,4.15,10.47,mS,31526.2,7.363,62.39,9410.9,120.13,10.545,43.69,177.75,32048.2,7.257,4157.7,55.07,39.19,9349.9,56.32,5.674,44635.2,43.23,21.03,627.4,34.47,13132.3,128.58,12.11,54.78,27.73,179.95,225.687
2024,G04,Core 2,N pond east,NA,NA,N-NE,Lake_Sed,Lake_Sed,Core,400304,6468271,115.9454916,-31.91707305,3,6,NA,4.52,6.73,mS,44331.1,5.926,75.51,2951.9,217.73,12.607,62.63,212.15,36306.9,12.629,3902,102.51,58.82,4576.1,51.9,4.28,14767.1,76.57,32.8,736.2,51.63,4033.3,85.15,17.54,75.5,50.82,204.58,409.439
2024,G04,Core 3,N pond east,NA,NA,N-NE,Lake_Sed,Lake_Sed,Core,400304,6468271,115.9454916,-31.91707305,6,9,NA,5.67,4.68,mS,43702.2,4.322,67.52,2714.6,227.79,11.763,58.08,143.69,34559.4,13.009,3437.1,109.24,60.27,3992.5,53.26,3.559,9651.7,79.23,32.74,626,52.17,2285.6,79.25,16.55,71.02,54.45,229.64,429.269
2024,G04,Core 4,N pond east,NA,NA,N-NE,Lake_Sed,Lake_Sed,Core,400304,6468271,115.9454916,-31.91707305,9,12,NA,6.25,2.87,mS,53478.2,6.238,78.1,3042.2,316.27,13.144,71.34,79.15,45178.4,17.76,3779.8,153.97,78.64,4435.1,67.89,3.318,8239.3,108.12,39.49,679.3,66.53,1631.4,89.65,22.67,84.33,76.01,227.75,596.12
2024,G04,S04 Core 5,N pond east,NA,NA,N-NE,Lake_Sed,Lake_Sed,Core,400304,6468271,115.9454916,-31.91707305,12,15,NA,6.12,5.73,mS,52108.8,7.304,69.6,2760.5,408.35,12.19,66.79,69,39599.8,20.252,3578.7,221,74.06,4191.9,67.74,2.912,8345,125.94,37.16,562,46.4,1594.1,76.02,21.24,72.73,106.36,188.87,775.542
2024,G05,S1 0-10cm,N pond southwest,NA,NA,N-SW,Lake_Sed,Lake_Sed,Core,400235,6468210,115.9447556,-31.91761723,0,10,NA,6.85,8.79,mS,49829.9,6.311,45.09,4925.8,159.38,14.937,75.23,164.11,44760.8,9.267,5551.5,77.93,45.15,7786.4,103.62,0.64,26278,55.9,25.49,366.6,53.29,5060.9,63.23,25.23,77.76,36.99,272.38,302.477
2024,G05,Core 2 0-10cm,N pond southwest,NA,NA,N-SW,Lake_Sed,Lake_Sed,Core,400235,6468210,115.9447556,-31.91761723,0,10,NA,6.98,8.55,mS,38509.3,5.237,52.88,6685,140.75,13.907,61.97,150.17,44482,7.875,4950.7,66.67,38.76,6456.7,89.94,1.86,25318.7,49.34,20.91,397.4,44.74,6538.3,78.89,21.77,75.98,31.44,248.4,264.635
2024,G05,Core 3 10-18cm,N pond southwest,NA,NA,N-SW,Lake_Sed,Lake_Sed,Core,400235,6468210,115.9447556,-31.91761723,10,18,NA,6.69,1094,µS,43432.2,6.846,69.09,1489.7,201.95,10.451,56.97,53.29,46222.4,10.672,4189.2,86.77,41.03,3086.5,61.59,2.653,4660.1,65.67,17.93,253.5,30.13,645.8,29.91,19.85,75.05,46.49,124.15,365.062
2024,G05,S05 S4 10-18cm,N pond southwest,NA,NA,N-SW,Lake_Sed,Lake_Sed,Core,400235,6468210,115.9447556,-31.91761723,10,18,NA,6.4,1161,µS,41625.1,0.752,61.59,1341,163.14,10.09,52.88,29.2,45231.8,9.315,3742.1,66.88,42.03,2731.6,63.14,3.745,4898.7,55.09,15.39,232.8,23.3,715.8,25.03,17.99,78.51,36.61,86.83,294.425
2024,G06,0-5cm,N pond north,NA,NA,N-N,Lake_Sed,Lake_Sed,Core,400251,6468259,115.9449298,-31.91717664,0,5,NA,7.25,30.3,mS,38273.5,3.685,47.81,6533,168.06,17.596,55.35,188.04,41753.7,9.765,5338.1,81.28,46.82,9586.1,123.84,1.781,36731.4,59.05,23.77,369.3,32.22,5533,85.46,19.1,66.85,41.15,303.54,318.155
2024,G06,5-13cm,N pond north,NA,NA,N-N,Lake_Sed,Lake_Sed,Core,400251,6468259,115.9449298,-31.91717664,5,13,NA,6.75,6.01,mS,47304.7,4.066,57.84,3603.7,238.64,11.693,66.77,110.04,46089.8,13.661,3982.2,112.39,55.79,4481.5,73.25,4.573,10424.6,82.19,25.3,414.3,30.07,2495.8,59.67,23.19,83.14,58.7,143.68,446.881
2024,G06,13-15cm,N pond north,NA,NA,N-N,Lake_Sed,Lake_Sed,Core,400251,6468259,115.9449298,-31.91717664,13,15,NA,5.32,2.43,mS,55040.9,0.33,48.52,1145.3,89.49,9.808,62.67,30.6,96756.4,8.208,3364.6,32.17,51.79,3433.9,47.01,16.276,8976.6,40.7,15.86,241.2,16.92,1708.1,26.29,17.61,92.37,22.74,49.11,170.568
2024,G06,15-25cm,N pond north,NA,NA,N-N,Lake_Sed,Lake_Sed,Core,400251,6468259,115.9449298,-31.91717664,15,25,NA,7.31,23.2,mS,41068.4,5.175,46.68,6128.8,163.42,15.009,54.98,150.18,42622.9,9.179,4781.9,79.31,46.46,7881.5,110.47,2.116,33609.5,57.59,22.45,358.7,30.19,4769.6,83.01,18.35,65.09,39.48,251.22,309.499
2024,G06,S06 25-33cm,N pond north,NA,NA,N-N,Lake_Sed,Lake_Sed,Core,400251,6468259,115.9449298,-31.91717664,25,33,NA,7.37,33.83,mS,34476.8,6.368,46.75,9880.5,146.06,20.063,49.76,184.27,46515.9,8.825,5384.3,70.78,41.69,10970.3,150.66,2.211,45342.1,51.23,21.72,405.7,35.96,8160.9,110.48,16.98,62.72,35.6,351.3,276.895
2024,G06,S06 33-37cm,N pond north,NA,NA,N-N,Lake_Sed,Lake_Sed,Core,400251,6468259,115.9449298,-31.91717664,33,37,NA,6.96,17.24,mS,16496.5,1.287,58.02,2405.1,56.41,5.575,23.49,53.13,14636.6,3.155,1586.1,27.31,17.51,2587.2,54.59,2.647,9300.6,19.93,8.36,121.2,11.47,1964.8,35.45,10,25.69,12.21,72.89,106.805
2024,G07,S07 1-7cm,NE pond south,NA,NA,NE-S,Lake_Sed,Lake_Sed,Core,400334,6468231,115.9458047,-31.9174365,1,7,NA,5.21,24.36,mS,42980.4,12.29,103.36,3742.3,161.63,13.809,59.02,322.56,44819.5,7.91,4778.8,78.75,48.62,7661.6,78.95,1.814,35260.4,49.22,22.32,1222.4,333.73,6392.3,161.46,18.28,59.34,34.16,273.39,297.51
2024,G07,S07 7-18cm,NE pond south,NA,NA,NE-S,Lake_Sed,Lake_Sed,Core,400334,6468231,115.9458047,-31.9174365,7,18,NA,5.86,4.99,mS,57569.6,5.718,90.24,1905,238.99,9.399,74.78,154.37,38653.6,12.468,4387.3,97.09,51.38,4243.3,64.04,1.02,12124.3,78.17,22.09,525.9,104.09,1475.6,64.86,25.67,72.76,50.03,130.38,426.718
2024,G07,S07 18-30cm,NE pond south,NA,NA,NE-S,Lake_Sed,Lake_Sed,Core,400334,6468231,115.9458047,-31.9174365,18,30,NA,5.71,4.28,mS,55057.3,1.956,101,1395.1,183.01,8.693,71.52,75.3,42608.9,11.023,4146.5,64.64,48.42,3693.1,58.41,1.044,8529,67.04,19.32,415.4,60.36,1142.5,44.57,24.22,85.67,35.12,79.65,325.713
2024,G08,S08 S1-1,NE pond mid,NA,NA,NE-mid,Lake_Sed,Lake_Sed,Core,400398,6468265,115.9464851,-31.91713542,0,18,NA,5.77,9.19,mS,39793.9,2.763,80.5,3448.9,147.56,7.578,52.07,111.7,33098,8.465,3175.6,65.64,34.96,5362.3,66.4,0.612,25665.8,50.98,15.73,593.6,47.29,3995.7,68.66,19.62,52.95,31.37,103.63,272.645
2024,G08,S08 S1-2,NE pond mid,NA,NA,NE-mid,Lake_Sed,Lake_Sed,Core,400398,6468265,115.9464851,-31.91713542,18,27,NA,5.63,1764,µS,40798.1,9.471,80.75,3356.4,145.67,7.493,51.81,109.79,32557.4,8.249,3198,65.3,35.5,5265.3,67.09,0.624,25144.1,49.96,15.86,576,46.14,3821.8,67.71,19.48,51.15,30.94,102.01,269.179
2024,G08,S08 S2-1,NE pond mid,NA,NA,NE-mid,Lake_Sed,Lake_Sed,Core,400398,6468265,115.9464851,-31.91713542,NA,NA,NA,NA,NA,NA,37006.5,2.628,103.32,976.2,99.79,5.097,46.56,45.27,28791.7,6.626,2311.7,37.26,33.78,2313.1,47.37,1.595,6763.6,39.83,11.35,248.4,24.15,1069.9,34.5,18.35,50.51,17.74,41.24,183.506
2024,G08,S08 S2-2,NE pond mid,NA,NA,NE-mid,Lake_Sed,Lake_Sed,Core,400398,6468265,115.9464851,-31.91713542,NA,NA,NA,NA,NA,NA,36842.6,NA,104.68,967.7,101.48,5.124,47.02,45.4,28920.2,6.83,2333.5,37.87,33.75,2335.1,47.49,1.752,6759.9,40.01,11.11,253.8,24.07,1090.2,34.63,18.38,51.71,17.94,41.3,186.19
2024,G09,S09 0-4cm,NE pond north,NA,NA,NE-N,Lake_Sed,Lake_Sed,Core,400451,6468310,115.9470502,-31.91673415,0,4,NA,4.8,11.08,ms,28571.5,33.397,57.24,9463.9,124.12,11.241,29.38,282.51,80410.7,7.128,3382.6,76.82,23.21,10707.8,78.99,1.76,79614,38.84,14.9,4223.2,200.07,12989.3,163.68,7.77,40.11,35.51,405.76,246.908
2024,G09,S09 4-11cm,NE pond north,NA,NA,NE-N,Lake_Sed,Lake_Sed,Core,400451,6468310,115.9470502,-31.91673415,4,11,NA,5.2,2854,µS,45782.9,8.832,94.56,2952.9,177.76,6.687,60.92,149.84,48226.4,9.725,3067.7,87.59,38.83,4073.6,60.48,1.241,13411.6,58.87,17.93,1670.6,88.08,2388.6,56.74,21.58,74.96,42.12,127.24,333.945
2024,G09,S09 11-30cm,NE pond north,NA,NA,NE-N,Lake_Sed,Lake_Sed,Core,400451,6468310,115.9470502,-31.91673415,11,30,NA,5.48,1552,µS,34592,1.732,105.35,876.3,102.17,5.602,46.91,36.51,58434.5,6.152,2479.4,43.49,30.74,2420.3,49.85,2.486,7431.5,38.08,10.12,557,36.37,1981.9,29.81,19.31,74.08,19.6,39.01,189.892
2024,G10,S10 S1,Chapman St Drain mid,Chapman,NA,CMD-mid,Drain_Sed,Drain_Sed,Core,400321,6468234,115.9456676,-31.9174083,0,1.5,NA,6.35,1881,µS,9300.9,19.998,51.85,16253.3,14.86,11.103,17.47,198.07,38045.8,1.312,726.8,10.31,7.46,3182.2,127.24,0.982,8302,5.19,7.62,1200.8,88.76,3114.1,86.46,1.73,18.72,3.74,777.74,31.672
2024,G10,S10 S2,Chapman St Drain mid,Chapman,NA,CMD-mid,Drain_Sed,Drain_Sed,Core,400321,6468234,115.9456676,-31.9174083,1.5,8,NA,7.52,395,µS,5106,3.725,8.89,1470.4,5.12,1.224,5.8,42.95,5880.6,0.309,121.5,2.33,3.36,289.6,9.85,0.129,1134.9,1.51,1.37,110.7,20.91,268,7.18,1.02,6.4,0.9,76.16,9.269
2024,G10,S10 S3,Chapman St Drain mid,Chapman,NA,CMD-mid,Drain_Sed,Drain_Sed,Core,400321,6468234,115.9456676,-31.9174083,8,20.5,NA,6.89,318,µS,2813.4,3.576,10,4870.8,2.47,0.607,3.72,33.43,2158,0.335,51.5,1.56,2.43,189.1,5.07,0.015,474.7,0.62,0.73,47.6,3.33,106.2,13.36,0.63,2.92,0.46,23.28,4.985
2024,G10,S10 S4,Chapman St Drain mid,Chapman,NA,CMD-mid,Drain_Sed,Drain_Sed,Core,400321,6468234,115.9456676,-31.9174083,20.5,27,NA,7,917,µS,37424.9,55.141,72.57,9637.9,42.67,23.335,41.78,2476.68,79945.5,3.533,1196.9,20.26,20.8,3827.5,77.8,2.183,5095.7,15.35,22.58,4756.4,524.6,1491.6,117.67,7.73,54.36,10.77,1603.88,81.813
2024,G10,S10 S5,Chapman St Drain mid,Chapman,NA,CMD-mid,Drain_Sed,Drain_Sed,Core,400321,6468234,115.9456676,-31.9174083,27,36,NA,6.61,1642,µS,50500.9,81.474,74.23,5144.3,56.34,16.674,63.03,1325.86,114516.7,4.455,2096.6,26.01,26.54,3126,81.97,3.838,4144.7,20.72,21.53,5657.2,701.98,1003.1,84.36,14.28,71.92,11.43,986.92,107.525
2024,G11,S11 0-14cm,Drain under limestone path,NA,NA,LP-Drn,Other,Other,Core,400230,6468309,115.9447129,-31.91672377,0,14,NA,6.2,9.77,mS,43365.1,10.659,69.17,7661.2,73.75,8.724,50.16,31.67,71225.7,5.957,2626.9,27.85,40.98,3547.5,90.42,7.576,12418.4,33.17,12.73,303.6,25.26,3524.9,59.35,12.38,75.5,14.23,106.72,140.727
2024,G11,S11 14-25cm,Drain under limestone path,NA,NA,LP-Drn,Other,Other,Core,400230,6468309,115.9447129,-31.91672377,14,25,NA,5.77,3.59,mS,39979.8,4.769,54.7,3281.6,28.76,3.142,47.32,17.04,33545.2,2.25,1685.3,12.19,31.05,1822.4,43.59,8.81,4536.2,13.57,8.41,95,9.11,2213.4,22.74,15.31,69.68,3.89,9.85,56.77
2024,G11,S11 25-31cm,Drain under limestone path,NA,NA,LP-Drn,Other,Other,Core,400230,6468309,115.9447129,-31.91672377,25,31,NA,4.85,1477,uS,10742.4,NA,37.16,463.3,25.89,1.444,16.22,5.89,7052.4,1.169,526.8,13.16,8.33,553.2,50.33,2.405,1646.9,9.72,3.03,39.8,3.74,309.2,7.11,10.13,15.29,2.21,4.84,49.939
2024,G11,S11 31-40cm,Drain under limestone path,NA,NA,LP-Drn,Other,Other,Core,400230,6468309,115.9447129,-31.91672377,31,40,NA,4.14,849,uS,4104.3,NA,31.21,225.4,15.63,0.281,10.29,4.47,19743.5,0.805,2669.2,8.06,2.23,264.6,38.68,1.987,903.9,6.37,0.59,38.4,10.29,4036.5,5.69,6.06,11.06,1.15,2.78,30.865
2024,G11,S11 40-52cm,Drain under limestone path,NA,NA,LP-Drn,Other,Other,Core,400230,6468309,115.9447129,-31.91672377,40,52,NA,4.57,1374,uS,16226.5,3.258,70.73,666.4,14.95,2.692,33.32,14.57,51703.3,1.381,8315.4,7.91,10.22,1071.7,55.49,4.439,3122.8,7.08,3.51,42.7,28.39,12018.6,11.84,12.68,59.52,1.44,8.44,31.321
2024,G11,S11 52-65cm,Drain under limestone path,NA,NA,LP-Drn,Other,Other,Core,400230,6468309,115.9447129,-31.91672377,52,65,NA,4.49,3.4,mS,17526.8,4.156,48.59,748.6,19.99,2.207,39.52,16.71,34873.6,1.449,4688.1,10.27,12.43,1343,48.22,4.552,4002.7,8.34,4.42,39.1,24.14,6145.9,11.56,15.48,79.8,2.36,8,40.049
2024,G12,S12_S1,NW pond,NA,NA,NW,Lake_Sed,Lake_Sed,Core,400031,6468165,115.9425935,-31.91800521,0,5,NA,2.46,13.2,mS,19843.2,2.463,40.17,10744.9,39.79,47.034,27.69,48.7,58120.2,2.839,2015.4,20.83,25.1,13404.4,244.14,3.268,54641.2,14.89,14.27,490.8,26.29,67740.3,136.36,6.6,32.31,8.98,2171.13,78.349
2024,G12,S12_S2,NW pond,NA,NA,NW,Lake_Sed,Lake_Sed,Core,400031,6468165,115.9425935,-31.91800521,5,16,NA,5.7,4.98,mS,29008.1,6.652,56.46,3072.4,46.58,50.814,41.04,57.58,81353.8,3.591,2391.2,22.62,32.41,5443.4,216.1,5.405,26409,19.4,17.66,489.9,43.19,71300.2,59.99,10.53,50.73,9.68,2293.33,92.191
2024,G12,S12_S3,NW pond,NA,NA,NW,Lake_Sed,Lake_Sed,Core,400031,6468165,115.9425935,-31.91800521,16,32,NA,6.66,2.14,mS,23663.6,0.601,20.12,1278.8,60.61,5.017,35.37,15.39,39256,4.024,1402.7,24.59,27.82,1780.9,45.7,3.806,3470.1,24.58,6.8,178.4,20.09,939.1,18.1,12.74,51.07,11.59,285.18,113.804
2024,G12,S12_S4,NW pond,NA,NA,NW,Lake_Sed,Lake_Sed,Core,400031,6468165,115.9425935,-31.91800521,32,50,NA,6.53,834.9,µS,25481.3,1.054,36.07,914.9,43.26,3.584,43.3,17.73,46570.5,2.835,1467,20.04,23.53,1794.4,53.44,4.325,2213.9,18.08,6.14,108.3,16.57,297.4,15.94,18.52,68.34,6.09,52.37,84.215
2024,Group_A,1a,Saltmarsh L-transect southwest,NA,NA,SM-L-SW,Saltmarsh,Saltmarsh E,Core,400217,6468095,115.9445534,-31.918653,0,NA,NA,5.25,516,µS,42061.7,7.412,94.57,2818.3,95.23,11.374,69.26,361.89,38820.2,5.812,4186.6,46.93,41.58,4720.6,75.07,2.162,17525.6,36.64,24.34,1053.6,83.69,6432.9,92.83,20.33,76.49,19.85,168.96,184.612
2024,Group_A,1b,Saltmarsh L-transect southwest,NA,NA,SM-L-SW,Saltmarsh,Saltmarsh E,Core,400217,6468095,115.9445534,-31.918653,0,NA,NA,NA,NA,NA,47988,2.486,103.12,2961.5,102.79,11.493,76.85,384.74,41741.3,6.26,4518.4,50.13,45.7,5046.4,81.29,2.129,18212.1,38.82,27.11,1135.4,89.42,6897.6,97.61,21.74,82.5,21.2,182.31,198
2024,Group_A,2a,Saltmarsh L-transect southwest,NA,NA,SM-L-SW,Saltmarsh,Saltmarsh E,Core,400217,6468095,115.9445534,-31.918653,NA,NA,NA,6.02,2180,µS,43454.4,2.963,116.47,1760.6,114.59,10.126,77.66,202.08,36453,6.752,3862.5,55.39,36.26,4223.5,74.06,1.387,8907.5,42.99,23.25,578.7,62.73,1792.8,47.38,25.38,80.67,23.4,129.54,219.722
2024,Group_A,2b,Saltmarsh L-transect southwest,NA,NA,SM-L-SW,Saltmarsh,Saltmarsh E,Core,400217,6468095,115.9445534,-31.918653,NA,NA,NA,NA,NA,NA,46668.1,4.573,121.98,1890.1,121.02,10.262,82.44,213.34,38509.5,7.153,4024.3,58.87,38.51,4435.9,79.78,1.453,9424.9,45.57,24.68,616.3,65.08,1896.8,49.96,26.98,86.07,24.85,135.28,232.613
2024,Group_A,3a,Saltmarsh L-transect southwest,NA,NA,SM-L-SW,Saltmarsh,Saltmarsh E,Core,400217,6468095,115.9445534,-31.918653,NA,11,NA,6.13,1287,µS,45317.4,2.456,116.81,1736.1,130.11,10.349,80.22,176.94,40354.4,7.192,4021,63.69,38.5,4244.6,84.03,1.55,8017.1,48.14,24.12,528.2,63.79,1167.9,44.51,26.43,83.92,26.38,132.6,249.132
2024,Group_A,3b,Saltmarsh L-transect southwest,NA,NA,SM-L-SW,Saltmarsh,Saltmarsh E,Core,400217,6468095,115.9445534,-31.918653,NA,11,NA,NA,NA,NA,46780.1,2.645,119.24,1755.1,130.89,11.154,82.83,180.84,41244.7,7.471,4077.2,63.78,39.62,4324.7,85.18,1.603,8057.1,48.55,25.18,541.8,64.94,1196.7,44.97,26.64,84.94,26.68,134.43,250.691
