"Year","Group","Sample","SampID","GSample","Drain","Zone","ZoneSimp","Type","Easting","Northing","Longitude","Latitude","Depth_upper_cm","Depth_lower_cm","DepthMid","pH","EC","Microplastics_fragments","Microplastics_fibres","Microplastics_other","microbeads","MP_total","Al","As","Ba","Ca","Cd","Ce","Co","Cr","Cu","Fe","Ga","Gd","K","La","Li","Mg","Mn","Mo","Na","Nd","Ni","P","Pb","Rb","S","Sc","Sr","Th","Ti","V","Y","Zn","REE","NaFac"
"2019","8","3","2019_8_3","8_3",NA,NA,"SM","Soil",400167,6467930,115.9440076,-31.92013697,20,30,25,4.74,2.41,NA,2000,NA,NA,2000,31472,4.78,107.7,1080,0.077,84,11,65.1,36.4,45248,NA,6.29,1816,43.7,17.5,2755,239,1.33,4892,35,23.8,296,34.3,NA,1172,NA,22,14.7,NA,79.9,19.1,62,168.99,"High_Na"
"2019","8","4","2019_8_4","8_4",NA,NA,"SM","Soil",400167,6467930,115.9440076,-31.92013697,30,40,35,4.61,1.985,NA,2500,NA,NA,2500,29235,2.7,103.1,870,0.064,62.9,6.6,55.5,28.2,46170,NA,5.08,1812,30.8,17.6,2463,75,1.8,5833,27.3,18.8,272,33.3,NA,2442,NA,29,12.5,NA,78,13.8,41.6,126.08,"High_Na"
"2019","8","5","2019_8_5","8_5",NA,NA,"SM","Soil",400167,6467930,115.9440076,-31.92013697,40,50,45,4.51,2.5,NA,2500,NA,NA,2500,24996,2.11,83.2,904,0.071,52.1,5.8,49.4,24.1,47022,NA,4.59,1602,25.4,14.4,2174,81,2.09,6388,23.2,18.1,328,23.2,NA,2020,NA,35,10.8,NA,69.5,11.5,16.8,105.29,"High_Na"
"2019","8","6","2019_8_6","8_6",NA,NA,"SM","Soil",400167,6467930,115.9440076,-31.92013697,50,60,55,5.21,2.266,NA,1500,NA,NA,1500,26785,0.97,78.9,997,0.063,47,5.8,49.4,22.4,46339,NA,4.46,1610,21.9,18,2366,76,2.08,6674,21.8,15.2,337,22.6,NA,1657,NA,36,11,NA,74.6,10.4,43.2,95.16,"High_Na"
"2019","8","7","2019_8_7","8_7",NA,NA,"SM","Soil",400167,6467930,115.9440076,-31.92013697,60,70,65,5.52,2.063,NA,3000,NA,NA,3000,28408,3.74,69,1250,0.079,46.9,6.4,56.1,20.3,47052,NA,4.3,1636,22.2,23.9,2527,102,2.67,7070,21.3,19.3,354,22.3,NA,1357,NA,38,11.3,NA,75.9,10.2,18.2,94.7,"High_Na"
"2019","8","8","2019_8_8","8_8",NA,NA,"SM","Soil",400167,6467930,115.9440076,-31.92013697,70,80,75,5.77,1.922,NA,500,NA,NA,500,30644,3.29,63.1,1484,0.085,53.4,6.8,54.4,21.9,46743,NA,4.71,1691,25.7,27.8,2714,86,2.76,6761,23.7,19.4,324,23.3,NA,1095,NA,43,12.8,NA,78.6,12.3,21.6,107.51,"High_Na"
"2019","8","9","2019_8_9","8_9",NA,NA,"SM","Soil",400167,6467930,115.9440076,-31.92013697,80,90,85,5.56,1.763,NA,3000,NA,NA,3000,35639,1.33,53,1424,0.108,65.5,9,59.2,23.7,51449,NA,5.45,1802,29.8,37.7,2752,153,3.83,6828,28.8,18.9,346,25.2,NA,1006,NA,46,14,NA,83,15.3,18.6,129.55,"High_Na"
"2019","8","10","2019_8_10","8_1",NA,NA,"SM","Soil",400167,6467930,115.9440076,-31.92013697,90,100,95,6.33,1.646,NA,2000,NA,NA,2000,37613,1.45,38,1428,0.085,68.2,6.6,60.1,23,47747,NA,5.63,2059,30.9,41.9,2946,74,4.19,6557,29.4,18.9,241,20.7,NA,822,NA,41,16.4,NA,84,16.8,14.4,134.13,"High_Na"
"2019","8","11","2019_8_11","8_11",NA,NA,"SM","Soil",400167,6467930,115.9440076,-31.92013697,100,110,105,6.29,1.583,NA,500,NA,NA,500,40709,1.11,31.1,1418,0.109,78.8,7.4,62,25.7,53358,NA,6.51,2279,34.2,47.1,3147,73,7,7054,33,20.8,256,23.8,NA,974,NA,33,17.4,NA,97.9,20.3,35.7,152.51,"High_Na"
"2019","9","1","2019_9_1","9_1",NA,NA,"SM","Soil",400178,6467970,115.944128,-31.91977712,0,10,5,5.75,0.46,NA,NA,NA,NA,NA,38772,4.26,79,1850,0.088,112.3,17.4,77.2,44.1,44104,NA,7.71,2197,57.2,19.3,3599,600,1.33,2050,45.4,31.6,479,42.6,NA,601,NA,39,17.4,NA,90.3,23.3,62.6,222.61,"High_Na"
"2019","9","2","2019_9_2","9_2",NA,NA,"SM","Soil",400178,6467970,115.944128,-31.91977712,10,20,15,5.65,0.947,NA,490,NA,NA,490,36237,2.26,73.1,1348,0.077,91.7,14.1,69.8,33.9,44124,NA,6.52,1908,46.9,21,2709,442,2.04,1957,36.9,27,404,35.9,NA,461,NA,31,15.2,NA,87.9,20,36.9,182.02,"High_Na"
"2019","9","3","2019_9_3","9_3",NA,NA,"SM","Soil",400178,6467970,115.944128,-31.91977712,20,30,25,5.15,1.175,NA,NA,NA,NA,NA,38229,1.67,58.6,999,0.078,94.8,13.6,70.5,30.6,50081,NA,6.78,1975,47.4,29,2458,336,3.13,2292,37.9,23.8,404,42.8,NA,460,NA,23,17.4,NA,99.3,22.1,19.5,186.88,"High_Na"
"2019","9","4","2019_9_4","9_4",NA,NA,"SM","Soil",400178,6467970,115.944128,-31.91977712,30,40,35,5.12,2.085,NA,NA,NA,NA,NA,42842,NA,47.1,1024,0.052,113.9,18.5,75.1,28.9,51016,NA,7.8,1994,55.2,37.8,2537,409,3.53,2761,43.8,26.8,302,49,NA,486,NA,25,19.1,NA,101.6,27.6,16.3,220.7,"High_Na"
"2019","9","5","2019_9_5","9_5",NA,NA,"SM","Soil",400178,6467970,115.944128,-31.91977712,40,50,45,5.33,1.177,NA,NA,NA,NA,NA,51041,2.39,45.5,1101,0.089,113.4,16.7,74.4,28.2,52633,NA,8.64,2167,52.1,53.1,2888,382,4.3,4117,45.6,27.9,221,43.1,NA,616,NA,29,18.5,NA,101.1,27.8,14.4,219.74,"High_Na"
"2019","9","6","2019_9_6","9_6",NA,NA,"SM","Soil",400178,6467970,115.944128,-31.91977712,50,60,55,5.22,1.267,NA,NA,NA,NA,NA,39586,2.01,124.1,1024,0.029,63,8.2,61.3,20.8,39401,NA,5.21,1764,29.9,42.2,2795,178,3.18,4672,27,19.8,122,21.5,NA,592,NA,34,18.1,NA,86,13.6,11.2,125.11,"High_Na"
"2019","9","7","2019_9_7","9_7",NA,NA,"SM","Soil",400178,6467970,115.944128,-31.91977712,60,70,65,5.53,2.31,1500,1000,NA,NA,2500,21020,1.62,34.5,722,0.022,35.8,3,32.8,11,16504,NA,2.52,946,17.5,22.3,1537,80,0.95,3056,15.5,11.3,56,9.3,NA,332,NA,15,11,NA,38.9,6.1,NA,71.32,"High_Na"
"2019","9","8","2019_9_8","9_8",NA,NA,"SM","Soil",400178,6467970,115.944128,-31.91977712,70,80,75,5.68,1.753,997,NA,NA,NA,997,9016,NA,11.9,473,NA,22.8,1.8,16.6,NA,9889,NA,1.57,467,11.3,9.3,760,61,0.66,1929,9.7,5.7,47,4.7,NA,230,NA,9,6.2,NA,27,3.2,NA,45.37,"High_Na"
"2019","9","9","2019_9_9","9_9",NA,NA,"SM","Soil",400178,6467970,115.944128,-31.91977712,80,90,85,5.19,2.085,993,NA,NA,NA,993,12140,1.24,18.1,744,0.015,25.3,2.2,24.2,7.1,14031,NA,1.83,622,12.9,13,1277,68,1.49,2846,11.1,6.3,37,5.3,NA,327,NA,14,8.1,NA,32,3.9,NA,51.13,"High_Na"
"2019","9","10","2019_9_10","9_1",NA,NA,"SM","Soil",400178,6467970,115.944128,-31.91977712,90,100,95,5.51,2.135,488,NA,NA,NA,488,13125,1.44,18.8,825,0.023,36.3,2.8,25.5,8.9,18201,NA,2.66,714,18.1,15.2,1629,68,1.88,3709,15.7,6.7,50,10.1,NA,399,NA,18,9.5,NA,35.9,6.5,NA,72.76,"High_Na"
"2019","10","1","2019_10_1","10_1",NA,NA,"SM","Soil",400229,6468075,115.9446782,-31.91883446,0,10,5,6.77,7.94,500,NA,NA,NA,500,42774,2.24,94.5,3069,0.104,100.2,11.9,79.8,170.8,35332,NA,7,3050,51.1,35.3,4886,93,1.17,11534,41,29.2,376,60.6,NA,2759,NA,55,22.8,NA,80.8,22,210.9,199.3,"High_Na"
"2019","10","2","2019_10_2","10_2",NA,NA,"SM","Soil",400229,6468075,115.9446782,-31.91883446,10,20,15,6.38,6.23,5500,NA,NA,NA,5500,36801,1.85,81.2,3180,0.227,116.7,15.8,69.1,176.2,43136,NA,7.89,3167,59.7,35.9,5415,148,1.64,15871,46.3,29.1,421,53.8,NA,3907,NA,62,19.1,NA,82.9,29,246.6,230.59,"High_Na"
"2019","10","3","2019_10_3","10_3",NA,NA,"SM","Soil",400229,6468075,115.9446782,-31.91883446,20,30,25,6.31,4.98,NA,NA,NA,NA,NA,43373,2.7,123.9,1730,0.263,155.8,11.2,66.8,61.4,57255,NA,11.8,2653,67.9,42.7,3814,117,5.94,9817,64.2,24.5,260,47.2,NA,1759,NA,51,15.5,NA,116.3,40.6,114.3,299.7,"High_Na"
"2019","10","4","2019_10_4","10_4",NA,NA,"SM","Soil",400229,6468075,115.9446782,-31.91883446,30,40,35,5.8,6.41,500,NA,NA,NA,500,44013,5.95,129.8,1663,0.253,159.2,11.2,69.5,61,56240,NA,11.96,2761,69.7,44,3967,115,5.87,9667,65.3,25,254,47.4,NA,1654,NA,52,16.4,NA,115.6,42.1,116.4,306.16,"High_Na"
"2019","10","5","2019_10_5","10_5",NA,NA,"SM","Soil",400229,6468075,115.9446782,-31.91883446,40,50,45,6.67,5.8,500,NA,NA,NA,500,40355,4.71,84.8,1694,0.157,67.2,8.9,63.1,88.2,42756,NA,5.36,2449,32.5,34.8,3912,71,8.22,10840,28.6,19.7,243,38.8,NA,1917,NA,40,17.4,NA,117.5,15.4,114.1,133.66,"High_Na"
"2019","10","6","2019_10_6","10_6",NA,NA,"SM","Soil",400229,6468075,115.9446782,-31.91883446,70,80,75,6.1,10.71,500,NA,NA,NA,500,19774,NA,56.2,909,0.077,37.5,3.9,41.2,32,14780,NA,2.63,1222,18.6,19,2139,48,3.42,6876,15.3,13,92,15.2,NA,1067,NA,26,11.9,NA,48.1,7,39.1,74.03,"High_Na"
"2019","10","7","2019_10_7","10_7",NA,NA,"SM","Soil",400229,6468075,115.9446782,-31.91883446,90,100,95,6.07,7.79,1000,NA,NA,NA,1000,12960,1.28,41.9,732,0.086,24.1,2.3,24.8,20.8,10276,NA,1.74,808,11.8,13.5,1694,41,3.56,6367,10.1,5.7,49,7.9,NA,1030,NA,19,10,NA,35.1,4,20.7,47.74,"High_Na"
"2020","4","N1","2020_4_1","4_1",NA,"N_wetland","N","Lake_Sed",400220,6468210,115.9445969,-31.91761592,NA,NA,NA,6.12,2.496,NA,NA,NA,NA,NA,45594,9,49,3712,NA,119,12,84,212,39937,NA,8,4409,59,46,5038,68,2,13146,44,29,536,46,NA,4364,NA,53,21,NA,84,26,208,230,"High_Na"
"2020","4","N2","2020_4_2","4_2",NA,"N_wetland","N","Lake_Sed",400225,6468235,115.9446524,-31.91739085,NA,NA,NA,6.3,2.149,NA,NA,NA,NA,NA,48622,7,55,5164,NA,177,14,77,161,40402,NA,12,4559,86,45,5860,74,1,13814,61,28,489,39,NA,4450,NA,65,19,NA,82,41,305,336,"High_Na"
"2020","4","N3","2020_4_3","4_3",NA,"N_wetland","N","Lake_Sed",400240,6468205,115.9448079,-31.91766278,NA,NA,NA,5.76,2.329,NA,NA,NA,NA,NA,46989,7,44,4425,NA,137,12,76,202,33893,NA,9,4413,67,38,5547,75,1,13530,49,26,469,51,NA,3255,NA,56,22,NA,81,30,262,262,"High_Na"
"2020","4","N4","2020_4_4","4_4",NA,"N_wetland","N","Lake_Sed",400240,6468213,115.9448088,-31.91759061,NA,NA,NA,4.65,6.32,NA,NA,NA,NA,NA,43153,7,41,4582,NA,129,11,73,184,33025,NA,8,4178,65,35,5570,76,1,14840,46,24,449,51,NA,3742,NA,53,22,NA,80,29,227,248,"High_Na"
"2020","4","N5","2020_4_5","4_5",NA,"N_wetland","N","Lake_Sed",400240,6468221,115.9448096,-31.91751845,NA,NA,NA,5.65,2.327,NA,NA,NA,NA,NA,43735,7,49,5046,NA,138,15,70,198,35250,NA,9,4384,67,38,5760,84,2,15141,48,25,408,42,NA,4296,NA,58,19,NA,79,30,310,262,"High_Na"
"2020","4","N6","2020_4_6","4_6",NA,"N_wetland","N","Lake_Sed",400240,6468229,115.9448104,-31.91744629,NA,NA,NA,5.87,1.676,NA,NA,NA,NA,NA,41685,9,48,6555,NA,137,17,69,278,38271,NA,9,4485,66,38,6142,105,2,17335,48,27,435,50,NA,6142,NA,73,18,NA,83,31,353,260,"High_Na"
"2020","4","N7","2020_4_7","4_7",NA,"N_wetland","N","Lake_Sed",400240,6468237,115.9448112,-31.91737412,NA,NA,NA,6,1.156,NA,NA,NA,NA,NA,45013,7,52,5688,NA,163,15,71,230,37194,NA,10,4360,80,41,5747,89,2,16070,56,27,465,48,NA,5203,NA,66,18,NA,80,38,303,309,"High_Na"
"2020","4","N8","2020_4_8","4_8",NA,"N_wetland","N","Lake_Sed",400240,6468245,115.9448121,-31.91730196,NA,NA,NA,5.84,3.09,NA,NA,NA,NA,NA,47600,7,55,5689,NA,253,14,74,138,40681,NA,15,4740,126,48,6071,81,2,13784,87,27,456,40,NA,3558,NA,70,16,NA,83,62,246,481,"High_Na"
"2020","5","N9","2020_5_1","5_1",NA,"N_wetland","N","Lake_Sed",400240,6468253,115.9448129,-31.9172298,NA,NA,NA,6.12,5.67,NA,NA,NA,NA,NA,47881,6,53,5643,NA,271,11,70,113,35236,NA,18,3874,120,47,5487,73,2,13956,98,27,442,41,NA,4385,NA,66,13,NA,81,67,175,507,"High_Na"
"2020","5","N10","2020_5_2","5_2",NA,"N_wetland","N","Lake_Sed",400240,6468261,115.9448137,-31.91715763,NA,NA,NA,6.58,1.186,NA,NA,NA,NA,NA,50959,7,55,4759,NA,212,12,73,108,38332,NA,13,4069,105,48,5550,79,2,14102,75,28,439,36,NA,3168,NA,63,18,NA,81,51,172,405,"High_Na"
"2020","5","N11","2020_5_3","5_3",NA,"N_wetland","N","Lake_Sed",400240,6468269,115.9448145,-31.91708547,NA,NA,NA,5.57,0.1743,NA,NA,NA,NA,NA,44622,10,55,4832,NA,172,15,60,83,50300,NA,13,3552,80,47,5001,90,6,13061,65,25,409,27,NA,3671,NA,67,14,NA,78,45,225,330,"High_Na"
"2020","5","N12","2020_5_4","5_4",NA,"N_wetland","N","Lake_Sed",400240,6468277,115.9448154,-31.91701331,NA,NA,NA,5.98,0.432,NA,NA,NA,NA,NA,42096,15,68,5676,NA,150,24,56,104,65764,NA,12,3636,72,41,6873,134,6,18085,58,24,436,28,NA,4972,NA,92,13,NA,73,41,472,292,"High_Na"
"2020","5","N13","2020_5_5","5_5",NA,"N_wetland","N","Lake_Sed",400260,6468210,115.94502,-31.91761943,NA,NA,NA,7.74,0.415,NA,NA,NA,NA,NA,42553,8,45,3785,NA,129,11,77,249,34131,NA,8,3796,64,33,4625,69,2,9370,47,27,502,64,NA,2646,NA,51,21,NA,83,27,309,248,"High_Na"
"2020","5","N14","2020_5_6","5_6",NA,"N_wetland","N","Lake_Sed",400260,6468218,115.9450208,-31.91754727,NA,NA,NA,7.54,4.12,NA,NA,NA,NA,NA,43836,9,48,6909,NA,130,16,77,282,37738,NA,9,4471,64,36,6045,115,2,17715,45,31,579,65,NA,5338,NA,70,21,NA,84,29,532,248,"High_Na"
"2020","5","N15","2020_5_7","5_7",NA,"N_wetland","N","Lake_Sed",400260,6468226,115.9450216,-31.9174751,NA,NA,NA,5.9,9.7,NA,NA,NA,NA,NA,40271,7,52,5443,NA,134,16,66,245,37118,NA,9,4191,67,36,5893,105,1,15499,47,24,476,52,NA,4193,NA,63,19,NA,79,30,358,257,"High_Na"
"2020","5","N16","2020_5_8","5_8",NA,"N_wetland","N","Lake_Sed",400260,6468234,115.9450224,-31.91740294,NA,NA,NA,6.42,6.83,NA,NA,NA,NA,NA,54517,7,77,4566,NA,214,17,77,148,41587,NA,13,4613,105,52,5652,92,1,13780,71,30,540,45,NA,3572,NA,65,19,NA,91,52,315,403,"High_Na"
"2020","6","N17","2020_6_1","6_1",NA,"N_wetland","N","Lake_Sed",400260,6468242,115.9450233,-31.91733078,NA,NA,NA,3.82,3.32,NA,NA,NA,NA,NA,48974,6,58,5443,NA,177,15,72,203,33390,NA,11,4298,86,45,5529,98,1,14008,61,29,437,48,NA,3710,NA,66,18,NA,81,42,294,335,"High_Na"
"2020","6","N18","2020_6_2","6_2",NA,"N_wetland","N","Lake_Sed",400260,6468250,115.9450241,-31.91725861,NA,NA,NA,5.71,2.364,NA,NA,NA,NA,NA,49015,6,50,5906,NA,205,15,70,176,37939,NA,13,4025,98,47,5956,98,2,15669,73,29,516,50,NA,4503,NA,70,16,NA,84,50,294,389,"High_Na"
"2020","6","N19","2020_6_3","6_3",NA,"N_wetland","N","Lake_Sed",400260,6468258,115.9450249,-31.91718645,NA,NA,NA,5.17,1.455,NA,NA,NA,NA,NA,50752,7,64,4819,NA,182,19,73,188,41735,NA,12,4144,91,50,6219,124,2,14767,64,31,501,41,NA,3271,NA,70,18,NA,82,45,351,349,"High_Na"
"2020","6","N20","2020_6_4","6_4",NA,"N_wetland","N","Lake_Sed",400260,6468266,115.9450257,-31.91711429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46728,9,57,3787,NA,200,22,66,185,45457,NA,13,4044,101,49,6372,148,2,17603,70,31,480,42,NA,2796,NA,67,15,NA,78,49,394,384,"High_Na"
"2020","6","N21","2020_6_5","6_5",NA,"N_wetland","N","Lake_Sed",400280,6468218,115.9452323,-31.91754902,NA,NA,NA,4.07,11.3,NA,NA,NA,NA,NA,37424,8,55,4844,NA,143,12,61,300,36158,NA,9,4038,69,33,6175,66,1,17390,50,22,571,60,NA,4758,NA,62,17,NA,77,31,319,271,"High_Na"
"2020","6","N22","2020_6_6","6_6",NA,"N_wetland","N","Lake_Sed",400280,6468226,115.9452331,-31.91747686,NA,NA,NA,4.43,8.81,NA,NA,NA,NA,NA,40080,8,60,4446,NA,163,12,65,260,36673,NA,10,4093,75,35,5845,76,1,17103,57,23,565,62,NA,3316,NA,63,18,NA,79,36,269,305,"High_Na"
"2020","6","N23","2020_6_7","6_7",NA,"N_wetland","N","Lake_Sed",400280,6468234,115.945234,-31.9174047,NA,NA,NA,5.34,14.28,NA,NA,NA,NA,NA,49213,8,61,7500,NA,145,19,68,224,34054,NA,9,4165,71,42,6272,125,1,16021,50,31,616,50,NA,5348,NA,84,18,NA,73,32,445,275,"High_Na"
"2020","6","N24","2020_6_8","6_8",NA,"N_wetland","N","Lake_Sed",400280,6468242,115.9452348,-31.91733253,NA,NA,NA,6.31,14.94,NA,NA,NA,NA,NA,44453,7,54,6424,NA,154,16,65,251,32664,NA,10,3991,76,44,6431,95,1,18681,53,28,529,52,NA,5176,NA,77,17,NA,71,36,313,293,"High_Na"
"2020","6","N25","2020_6_9","6_9",NA,"N_wetland","N","Lake_Sed",400280,6468250,115.9452356,-31.91726037,NA,NA,NA,6.11,14.62,NA,NA,NA,NA,NA,46106,8,61,5229,NA,237,18,65,188,41811,NA,15,3633,115,52,5704,134,2,15219,81,30,610,47,NA,3820,NA,72,14,NA,80,59,364,448,"High_Na"
"2020","7","N26","2020_7_1","7_1",NA,"N_wetland","N","Lake_Sed",400280,6468258,115.9452364,-31.91718821,NA,NA,NA,6.21,15.53,NA,NA,NA,NA,NA,47090,7,77,3950,NA,159,11,67,327,32392,NA,10,3913,74,40,4583,78,2,9708,54,26,742,72,NA,2914,NA,68,17,NA,71,33,283,297,"High_Na"
"2020","7","N27","2020_7_2","7_2",NA,"N_wetland","N","Lake_Sed",400280,6468266,115.9452373,-31.91711604,NA,NA,NA,6.34,16.3,NA,NA,NA,NA,NA,44070,9,69,4735,NA,195,18,65,240,44838,NA,12,3857,106,47,6425,123,2,18283,66,31,662,57,NA,3682,NA,88,16,NA,76,49,401,379,"High_Na"
"2020","7","N28","2020_7_3","7_3",NA,"N_wetland","N","Lake_Sed",400300,6468230,115.9454451,-31.91744253,NA,NA,NA,6.2,20.2,NA,NA,NA,NA,NA,41629,6,51,6174,NA,182,12,62,191,29229,NA,11,3756,86,44,5634,79,2,16082,62,26,509,49,NA,4743,NA,71,17,NA,70,43,245,341,"High_Na"
"2020","7","N29","2020_7_4","7_4",NA,"N_wetland","N","Lake_Sed",400300,6468238,115.9454459,-31.91737037,NA,NA,NA,5.96,17.31,NA,NA,NA,NA,NA,47531,6,76,2755,NA,192,13,72,169,34934,NA,12,3661,90,42,4656,83,1,10454,65,27,575,57,NA,1573,NA,54,20,NA,75,42,303,359,"High_Na"
"2020","7","N30","2020_7_5","7_5",NA,"N_wetland","N","Lake_Sed",400300,6468246,115.9454467,-31.91729821,NA,NA,NA,6.79,14.01,NA,NA,NA,NA,NA,50549,7,79,3966,NA,253,16,70,179,37523,NA,14,3629,125,54,5484,102,1,14029,81,31,692,61,NA,2977,NA,71,15,NA,78,62,330,473,"High_Na"
"2020","7","N31","2020_7_6","7_6",NA,"N_wetland","N","Lake_Sed",400300,6468254,115.9454475,-31.91722604,NA,NA,NA,6.04,15.15,NA,NA,NA,NA,NA,43279,9,69,4365,NA,206,16,66,264,37291,NA,12,3705,104,46,5639,113,1,14331,68,31,861,71,NA,2857,NA,76,17,NA,77,50,331,390,"High_Na"
"2020","7","N32","2020_7_7","7_7",NA,"N_wetland","N","Lake_Sed",400300,6468262,115.9454484,-31.91715388,NA,NA,NA,6.3,15.9,NA,NA,NA,NA,NA,43838,9,77,5387,NA,193,24,61,311,43134,NA,12,3889,99,50,6491,106,2,20574,65,34,738,58,NA,4385,NA,108,13,NA,69,47,509,369,"High_Na"
"2020","7","N33","2020_7_8","7_8",NA,"N_wetland","N","Lake_Sed",400320,6468252,115.9456588,-31.91724584,NA,NA,NA,6.35,15.13,NA,NA,NA,NA,NA,39334,22,76,5608,NA,129,27,57,541,52837,NA,9,3751,66,40,6624,99,2,24118,45,31,2004,164,NA,5142,NA,106,11,NA,66,33,812,249,"High_Na"
"2020","1","NW1","2020_1_1","1_1",NA,"NW_wetland","NW","Lake_Sed",400020,6468160,115.9424766,-31.91804935,NA,NA,NA,6.63,21.17,NA,NA,NA,NA,NA,24992,8,50,1760,NA,39,9,39,20,33454,NA,4,1329,20,24,1900,60,4,2453,17,10,173,18,NA,7215,NA,23,12,NA,54,8,417,80,"High_Na"
"2020","1","NW2","2020_1_2","1_2",NA,"NW_wetland","NW","Lake_Sed",400030,6468146,115.9425809,-31.91817651,NA,NA,NA,5.87,9.42,NA,NA,NA,NA,NA,24200,10,43,1643,NA,76,9,32,14,48046,NA,6,1152,37,31,1458,92,7,2056,30,10,261,25,NA,2920,NA,22,8,NA,55,16,254,149,"High_Na"
"2020","1","NW3","2020_1_3","1_3",NA,"NW_wetland","NW","Lake_Sed",400030,6468154,115.9425818,-31.91810435,NA,NA,NA,6.26,18.84,NA,NA,NA,NA,NA,23742,7,65,1716,NA,36,10,34,26,27926,NA,3,1226,19,27,1825,55,6,1930,15,9,206,22,NA,8403,NA,31,12,NA,51,7,452,73,"High_Na"
"2020","1","NW4","2020_1_4","1_4",NA,"NW_wetland","NW","Lake_Sed",400030,6468162,115.9425826,-31.91803219,NA,NA,NA,6.41,18.72,NA,NA,NA,NA,NA,25611,13,88,3690,1,60,51,38,43,52242,NA,6,1521,32,26,3043,95,5,4597,24,17,699,33,NA,30855,NA,123,9,NA,58,14,3781,122,"High_Na"
"2020","1","NW5","2020_1_5","1_5",NA,"NW_wetland","NW","Lake_Sed",400030,6468170,115.9425834,-31.91796002,NA,NA,NA,6.46,14.55,NA,NA,NA,NA,NA,21520,7,37,1316,NA,47,7,33,14,34561,NA,4,1128,23,21,1461,59,4,2131,21,8,177,16,NA,4182,NA,18,10,NA,50,9,435,95,"High_Na"
"2020","1","NW6","2020_1_6","1_6",NA,"NW_wetland","NW","Lake_Sed",400045,6468136,115.9427386,-31.91826804,NA,NA,NA,6.51,15.07,NA,NA,NA,NA,NA,35056,3,33,1476,NA,80,6,43,25,17475,NA,5,1634,39,41,1989,42,1,2266,29,15,186,23,NA,1655,NA,24,12,NA,43,15,281,153,"High_Na"
"2020","1","NW7","2020_1_7","1_7",NA,"NW_wetland","NW","Lake_Sed",400045,6468144,115.9427394,-31.91819587,NA,NA,NA,6.51,16.3,NA,NA,NA,NA,NA,29817,3,33,1340,NA,68,6,36,13,18023,NA,5,1357,32,43,1627,45,2,1593,25,12,147,22,NA,2505,NA,20,11,NA,43,13,288,130,"High_Na"
"2020","1","NW8","2020_1_8","1_8",NA,"NW_wetland","NW","Lake_Sed",400045,6468152,115.9427402,-31.91812371,NA,NA,NA,7.08,15.35,NA,NA,NA,NA,NA,28660,6,49,2522,NA,58,16,42,48,30616,NA,5,1556,29,33,2505,66,4,2718,23,13,296,32,NA,17984,NA,49,12,NA,55,12,780,115,"High_Na"
"2020","2","NW9","2020_2_1","2_1",NA,"NW_wetland","NW","Lake_Sed",400045,6468160,115.942741,-31.91805155,NA,NA,NA,6.36,12.47,NA,NA,NA,NA,NA,36928,4,38,6134,NA,65,9,52,30,23495,NA,4,2052,36,32,3533,70,1,4819,23,17,398,28,NA,2522,NA,58,12,NA,53,12,439,128,"High_Na"
"2020","2","NW10","2020_2_2","2_2",NA,"NW_wetland","NW","Lake_Sed",400045,6468168,115.9427419,-31.91797938,NA,NA,NA,6.35,12.35,NA,NA,NA,NA,NA,2857,5,28,1014,NA,3,3,50,13,16892,NA,1,144,3,2,1006,495,3,1148,2,11,113,7,NA,472,NA,10,1,NA,8,2,76,9,"High_Na"
"2020","2","NW11","2020_2_3","2_3",NA,"NW_wetland","NW","Lake_Sed",400045,6468176,115.9427427,-31.91790722,NA,NA,NA,6.83,11.88,NA,NA,NA,NA,NA,49495,9,74,2245,NA,61,14,58,21,36888,NA,4,2125,35,27,1935,66,4,381,22,17,326,44,NA,492,NA,22,11,NA,74,10,615,122,"Low_Na"
"2020","2","NW12","2020_2_4","2_4",NA,"NW_wetland","NW","Lake_Sed",400045,6468184,115.9427435,-31.91783506,NA,NA,NA,6.67,12.82,NA,NA,NA,NA,NA,41810,8,72,6857,NA,69,21,51,28,38213,NA,5,1432,37,33,2006,87,3,731,26,17,482,43,NA,1232,NA,39,7,NA,67,13,1216,137,"Low_Na"
"2020","2","NW13","2020_2_5","2_5",NA,"NW_wetland","NW","Lake_Sed",400060,6468158,115.9428995,-31.91807091,NA,NA,NA,6.85,10.68,NA,NA,NA,NA,NA,5723,2,23,10304,NA,8,2,19,18,8220,NA,1,655,5,2,806,79,1,291,2,5,275,21,NA,444,NA,27,3,NA,13,2,118,16,"Low_Na"
"2020","2","NW14","2020_2_6","2_6",NA,"NW_wetland","NW","Lake_Sed",400060,6468166,115.9429003,-31.91799875,NA,NA,NA,6.62,13.81,NA,NA,NA,NA,NA,30552,13,39,48460,NA,40,47,21,26,47862,NA,3,456,36,3,2221,180,2,1720,10,11,876,41,NA,7354,NA,107,1,NA,29,10,4227,89,"High_Na"
"2020","2","NW15","2020_2_7","2_7",NA,"NW_wetland","NW","Lake_Sed",400060,6468174,115.9429011,-31.91792658,NA,NA,NA,6.52,14.08,NA,NA,NA,NA,NA,20261,9,31,29390,NA,29,110,19,25,35085,NA,3,1202,27,4,4453,215,2,8008,7,17,1045,39,NA,20442,NA,123,NA,NA,21,7,7510,66,"High_Na"
