Pos. [°2?],Intensity [Counts],,,
28.4659,3292.7641,,,
28.4879,3335.7341,,,
28.5099,3295.2762,,,
28.5319,3267.4513,,,
28.5539,3230.4109,,,
28.5759,3367.139,,,
28.5979,3507.8174,,,
28.6199,3419.9314,,,
28.6419,3575.6671,,,
28.6639,3582.5811,,,
28.6859,3611.1446,,,
28.7079,3766.7511,,,
28.7299,3746.1681,,,
28.7519,3834.2829,,,
28.7739,4102.7626,,,
28.7959,4151.0222,,,
28.8179,4248.7475,,,
28.8399,4412.9202,,,
28.8619,4657.2864,,,
28.8839,4767.867,,,
28.9059,4892.9504,,,
28.9279,5134.7214,,,
28.9499,5234.5597,,,
28.9719,5345.4325,,,
28.9939,5261.569,,,
29.0159,5095.3992,,,
29.0379,4875.6566,,,
29.0599,4777.879,,,
29.0819,4697.7625,,,
29.1039,4454.1218,,,
29.1259,4366.9466,,,
29.1479,4198.9911,,,
29.1699,4000.4484,,,
29.1919,3977.9909,,,
29.2139,3914.7613,,,
29.2359,3939.8634,,,
29.2579,3810.5578,,,
29.2799,3898.9202,,,
29.3019,3844.654,,,
29.3239,3865.6459,,,
29.3459,3835.4721,,,
29.3679,3862.3238,,,
29.3899,3819.3511,,,
29.4119,3877.865,,,
29.4339,3899.2888,,,
29.4559,3814.0591,,,
29.4779,3833.6607,,,
29.4999,3780.9157,,,
29.5219,3696.3451,,,
29.5439,3686.4637,,,
29.5659,3746.2087,,,
29.5879,3749.7976,,,
29.6099,3652.5624,,,
29.6319,3693.9668,,,
29.6539,3784.7081,,,
29.6759,3739.0842,,,
29.6979,3677.9146,,,
29.7199,3679.6724,,,
29.7419,3604.7521,,,
29.7639,3598.3969,,,
29.7859,3526.7312,,,
29.8079,3415.3067,,,
29.8299,3354.0018,,,
29.8519,3296.2742,,,
29.8739,3265.3018,,,
29.8959,3269.5581,,,
29.9179,3234.4689,,,
29.9399,3144.2078,,,
29.9619,3066.5397,,,
29.9839,3113.8896,,,
30.0059,3060.2652,,,
30.0279,3018.622,,,
30.0499,2998.0058,,,
30.0719,2974.995,,,
30.0939,3001.5045,,,
30.1159,3002.8893,,,
30.1379,2958.1425,,,
30.1599,2928.2605,,,
30.1819,2990.4338,,,
30.2039,3008.4307,,,
30.2259,3052.657,,,
30.2479,2948.8655,,,
30.2699,2891.4503,,,
30.2919,2814.4674,,,
30.3139,2837.5045,,,
30.3359,3003.8721,,,
30.3579,2957.0214,,,
30.3799,2966.2169,,,
30.4019,2910.6921,,,
30.4239,2877.2349,,,
30.4459,3001.3395,,,
30.4679,3073.27,,,
30.4899,3020.0343,,,
30.5119,3052.3452,,,
30.5339,3107.0257,,,
30.5559,3032.3848,,,
30.5779,3128.9619,,,
30.5999,3187.0365,,,
30.6219,3227.8034,,,
30.6439,3192.9631,,,
30.6659,3191.2845,,,
30.6879,3354.8722,,,
30.7099,3359.319,,,
30.7319,3539.1696,,,
30.7539,3556.5924,,,
30.7759,3758.2995,,,
30.7979,3815.4073,,,
30.8199,3925.6461,,,
30.8419,4186.4074,,,
30.8639,4385.4956,,,
30.8859,4892.9533,,,
30.9079,5611.9754,,,
30.9299,6597.0514,,,
30.9519,8094.4047,,,
30.9739,9928.6079,,,
30.9959,12778.4215,,,
31.0179,15473.2106,,,
31.0399,15698.6144,,,
31.0619,13311.3469,,,
31.0839,10869.5944,,,
31.1059,9151.3403,,,
31.1279,6947.5505,,,
31.1499,5044.3183,,,
31.1719,4189.8205,,,
31.1939,3789.1902,,,
31.2159,3587.787,,,
31.2379,3506.0765,,,
31.2599,3445.9759,,,
31.2819,3399.153,,,
31.3039,3275.4335,,,
31.3259,3231.7856,,,
31.3479,3197.9586,,,
31.3699,3121.1148,,,
31.3919,3091.4933,,,
31.4139,3089.3066,,,
31.4359,3045.9971,,,
31.4579,3044.9842,,,
31.4799,3090.779,,,
31.5019,3116.1149,,,
31.5239,3094.9568,,,
31.5459,3115.9774,,,
31.5679,3024.9406,,,
31.5899,2964.4357,,,
31.6119,2927.6335,,,
31.6339,2779.9937,,,
31.6559,2720.0468,,,
31.6779,2742.6057,,,
31.6999,2759.3496,,,
31.7219,2713.9615,,,
31.7439,2686.8412,,,
31.7659,2748.7141,,,
31.7879,2799.4558,,,
31.8099,2803.7296,,,
31.8319,2868.1094,,,
31.8539,2985.7397,,,
31.8759,3140.4822,,,
31.8979,3164.0973,,,
31.9199,3278.3249,,,
31.9419,3366.5576,,,
31.9639,3475.5947,,,
31.9859,3511.7857,,,
32.0079,3669.9621,,,
32.0299,3523.1351,,,
32.0519,3439.6218,,,
32.0739,3255.4213,,,
32.0959,3167.1592,,,
32.1179,2966.7291,,,
32.1399,2847.0558,,,
32.1619,2826.8672,,,
32.1839,2694.9697,,,
32.2059,2746.2834,,,
32.2279,2836.3099,,,
32.2499,2916.5607,,,
32.2719,2963.4273,,,
32.2939,3074.7879,,,
32.3159,3124.4259,,,
32.3379,3084.0795,,,
32.3599,3094.559,,,
32.3819,3132.1781,,,
32.4039,3283.5805,,,
32.4259,3334.0502,,,
32.4479,3354.5517,,,
32.4699,3585.0738,,,
32.4919,3633.8325,,,
32.5139,3894.9479,,,
32.5359,3894.9661,,,
32.5579,3896.4981,,,
32.5799,3723.7526,,,
32.6019,3469.9709,,,
32.6239,3218.4435,,,
32.6459,3040.1275,,,
32.6679,2874.5539,,,
32.6899,2617.2036,,,
32.7119,2628.5566,,,
32.7339,2667.5774,,,
32.7559,2748.8674,,,
32.7779,2779.6066,,,
32.7999,2739.5125,,,
32.8219,2654.2273,,,
32.8439,2690.0677,,,
32.8659,2647.054,,,
32.8879,2596.5087,,,
32.9099,2519.6645,,,
32.9319,2486.7049,,,
32.9539,2555.0145,,,
32.9759,2503.4058,,,
32.9979,2496.4942,,,
33.0199,2395.3924,,,
33.0419,2376.8768,,,
33.0639,2329.0175,,,
33.0859,2380.876,,,
33.1079,2350.4724,,,
33.1299,2339.6037,,,
33.1519,2348.3968,,,
33.1739,2329.1739,,,
33.1959,2276.6366,,,
33.2179,2277.6903,,,
33.2399,2265.8253,,,
33.2619,2306.0318,,,
33.2839,2336.7697,,,
33.3059,2268.1838,,,
33.3279,2279.3856,,,
33.3499,2304.9233,,,
33.3719,2321.0699,,,
33.3939,2244.561,,,
33.4159,2171.4484,,,
33.4379,2139.1945,,,
33.4599,2177.0308,,,
33.4819,2206.8052,,,
33.5039,2219.8138,,,
33.5259,2262.5527,,,
33.5479,2212.8714,,,
33.5699,2148.9586,,,
33.5919,2110.788,,,
33.6139,2089.3333,,,
33.6359,2135.922,,,
33.6579,2160.6913,,,
33.6799,2175.0708,,,
33.7019,2200.3275,,,
33.7239,2154.1188,,,
33.7459,2111.0471,,,
33.7679,2098.4838,,,
33.7899,2074.0501,,,
33.8119,2145.5061,,,
33.8339,2193.2665,,,
33.8559,2151.0859,,,
33.8779,2180.5223,,,
33.8999,2128.016,,,
33.9219,2138.4848,,,
33.9439,2161.7228,,,
33.9659,2185.7198,,,
33.9879,2129.458,,,
34.0099,2050.8553,,,
34.0319,2145.5229,,,
34.0539,2134.1877,,,
34.0759,2155.1195,,,
34.0979,2172.9302,,,
34.1199,2019.2538,,,
34.1419,2062.9293,,,
34.1639,2107.8536,,,
34.1859,2157.3256,,,
34.2079,2111.0692,,,
34.2299,2113.5687,,,
34.2519,2254.9201,,,
34.2739,2168.77,,,
34.2959,2215.9985,,,
34.3179,2195.94,,,
34.3399,2202.0828,,,
34.3619,2288.6026,,,
34.3839,2233.2515,,,
34.4059,2166.6756,,,
34.4279,2201.0991,,,
34.4499,2110.4532,,,
34.4719,2088.009,,,
34.4939,2126.1504,,,
34.5159,2128.7426,,,
34.5379,2219.3894,,,
34.5599,2230.0215,,,
34.5819,2190.9252,,,
34.6039,2199.7023,,,
34.6259,2246.7009,,,
34.6479,2212.3531,,,
34.6699,2199.6634,,,
34.6919,2163.8201,,,
34.7139,2315.0943,,,
34.7359,2287.966,,,
34.7579,2255.942,,,
34.7799,2255.0438,,,
34.8019,2252.1415,,,
34.8239,2230.623,,,
34.8459,2220.1178,,,
34.8679,2205.8675,,,
34.8899,2278.7591,,,
34.9119,2260.4079,,,
34.9339,2207.7727,,,
34.9559,2175.8328,,,
34.9779,2141.4167,,,
34.9999,2180.8781,,,
35.0219,2329.5302,,,
35.0439,2421.6276,,,
35.0659,2582.4785,,,
35.0879,2731.3905,,,
35.1099,2760.9902,,,
35.1319,2757.9705,,,
35.1539,2664.2405,,,
35.1759,2583.1573,,,
35.1979,2480.7429,,,
35.2199,2373.4434,,,
35.2419,2298.3793,,,
35.2639,2183.0262,,,
35.2859,2112.7747,,,
35.3079,2138.011,,,
35.3299,2094.4599,,,
35.3519,1997.248,,,
35.3739,2027.3955,,,
35.3959,2062.9867,,,
35.4179,2116.6138,,,
35.4399,2090.488,,,
35.4619,2132.7171,,,
35.4839,2158.8658,,,
35.5059,2192.0139,,,
35.5279,2235.1756,,,
35.5499,2178.6546,,,
35.5719,2148.3943,,,
35.5939,2062.5307,,,
35.6159,2038.7852,,,
35.6379,2062.9234,,,
35.6599,2008.2697,,,
35.6819,1923.3056,,,
35.7039,1943.8757,,,
35.7259,1933.2212,,,
35.7479,1920.5521,,,
35.7699,1968.658,,,
35.7919,1976.8835,,,
35.8139,1936.6901,,,
35.8359,1953.7936,,,
35.8579,2065.5224,,,
35.8799,2003.1861,,,
35.9019,2069.8153,,,
35.9239,2083.5723,,,
35.9459,2081.0914,,,
35.9679,1997.546,,,
35.9899,1967.171,,,
36.0119,2086.0537,,,
36.0339,1940.9806,,,
36.0559,2041.0351,,,
36.0779,1916.7404,,,
36.0999,1908.6666,,,
36.1219,1869.2714,,,
36.1439,1873,,,
36.1659,1874.5713,,,
36.1879,1891.2567,,,
36.2099,1910.0739,,,
36.2319,1944.1047,,,
36.2539,1775.602,,,
36.2759,1845.8445,,,
36.2979,1822.6354,,,
36.3199,1890.456,,,
36.3419,1956.6185,,,
36.3639,1964.7464,,,
36.3859,2014.4131,,,
36.4079,2042.342,,,
36.4299,1981.6046,,,
36.4519,1972.0668,,,
36.4739,2052.8139,,,
36.4959,2000.2062,,,
36.5179,2017.1531,,,
36.5399,1926.2876,,,
36.5619,1927.5281,,,
36.5839,1940.7404,,,
36.6059,1907.6163,,,
36.6279,1869.3207,,,
36.6499,1897.2655,,,
36.6719,1893.997,,,
36.6939,1861.9537,,,
36.7159,1823.4085,,,
36.7379,1840.6079,,,
36.7599,1916.306,,,
36.7819,1929.7344,,,
36.8039,1902.7955,,,
36.8259,1928.5193,,,
36.8479,2007.133,,,
36.8699,2106.2598,,,
36.8919,2229.6897,,,
36.9139,2427.3959,,,
36.9359,2676.3581,,,
36.9579,2906.9819,,,
36.9799,2966.0736,,,
37.0019,2776.8665,,,
37.0239,2581.9579,,,
37.0459,2440.4686,,,
37.0679,2344.3927,,,
37.0899,2181.7919,,,
37.1119,1998.4789,,,
37.1339,1882.4757,,,
37.1559,1874.4667,,,
37.1779,1888.3422,,,
37.1999,1830.3705,,,
37.2219,1840.8969,,,
37.2439,1820.7919,,,
37.2659,1798.3441,,,
37.2879,1805.3506,,,
37.3099,1820.7051,,,
37.3319,1832.4386,,,
37.3539,1815.3401,,,
37.3759,1790.5575,,,
37.3979,1874.0033,,,
37.4199,1788.77,,,
37.4419,1865.4959,,,
37.4639,1841.9438,,,
37.4859,1772.9074,,,
37.5079,1823.3217,,,
37.5299,1832.4366,,,
37.5519,1781.7275,,,
37.5739,1733.5633,,,
37.5959,1753.8491,,,
37.6179,1694.6488,,,
37.6399,1702.6549,,,
37.6619,1769.9038,,,
37.6839,1672.484,,,
37.7059,1796.5343,,,
37.7279,1831.9529,,,
37.7499,1783.1532,,,
37.7719,1795.8555,,,
37.7939,1760.0453,,,
37.8159,1782.8146,,,
37.8379,1771.6196,,,
37.8599,1829.9901,,,
37.8819,1803.9773,,,
37.9039,1789.4397,,,
37.9259,1846.8984,,,
37.9479,1752.3123,,,
37.9699,1799.6077,,,
37.9919,1816.3573,,,
38.0139,1766.9971,,,
38.0359,1778.2609,,,
38.0579,1716.5516,,,
38.0799,1707.8534,,,
38.1019,1669.7344,,,
38.1239,1657.1428,,,
38.1459,1727.8288,,,
38.1679,1698.5559,,,
38.1899,1666.5085,,,
38.2119,1696.7471,,,
38.2339,1638.4337,,,
38.2559,1669.8428,,,
38.2779,1718.1517,,,
38.2999,1733.8845,,,
38.3219,1641.7564,,,
38.3439,1697.0723,,,
38.3659,1682.7816,,,
38.3879,1662.3412,,,
38.4099,1678.884,,,
38.4319,1693.9425,,,
38.4539,1732.1389,,,
38.4759,1766.9994,,,
38.4979,1702.0292,,,
38.5199,1640.0712,,,
38.5419,1667.7879,,,
38.5639,1700.553,,,
38.5859,1687.889,,,
38.6079,1668.8311,,,
38.6299,1638.2567,,,
38.6519,1698.1694,,,
38.6739,1728.7619,,,
38.6959,1701.9292,,,
38.7179,1699.6274,,,
38.7399,1716.7926,,,
38.7619,1689.9201,,,
38.7839,1679.2027,,,
38.8059,1673.171,,,
38.8279,1667.7523,,,
38.8499,1735.6021,,,
38.8719,1779.0212,,,
38.8939,1777.9174,,,
38.9159,1711.2322,,,
38.9379,1662.7423,,,
38.9599,1674.6417,,,
38.9819,1701.9735,,,
39.0039,1652.016,,,
39.0259,1646.0886,,,
39.0479,1601.9029,,,
39.0699,1634.7583,,,
39.0919,1633.0043,,,
39.1139,1732.6966,,,
39.1359,1655.9863,,,
39.1579,1630.9883,,,
39.1799,1600.0662,,,
39.2019,1642.0474,,,
39.2239,1656,,,
39.2459,1600.7038,,,
39.2679,1599.5566,,,
39.2899,1644.7258,,,
39.3119,1642.7994,,,
39.3339,1690.1536,,,
39.3559,1676.1341,,,
39.3779,1668.5654,,,
39.3999,1609.5509,,,
39.4219,1698.7083,,,
39.4439,1685.8288,,,
39.4659,1627.8346,,,
39.4879,1716.9413,,,
39.5099,1684.5338,,,
39.5319,1698.5674,,,
39.5539,1798.5106,,,
39.5759,1734.162,,,
39.5979,1715.3934,,,
39.6199,1754.4026,,,
39.6419,1726.0038,,,
39.6639,1673.3163,,,
39.6859,1741.118,,,
39.7079,1744.4258,,,
39.7299,1762.7493,,,
39.7519,1766.2318,,,
39.7739,1819.5918,,,
39.7959,1781.0228,,,
39.8179,1828.9824,,,
39.8399,1854.5649,,,
39.8619,1852.3147,,,
39.8839,1876.8986,,,
39.9059,1971.7185,,,
39.9279,1897.6898,,,
39.9499,1938.3986,,,
39.9719,2028.1238,,,
39.9939,2004.8526,,,
40.0159,2016.8628,,,
40.0379,1991.2172,,,
40.0599,1970.6128,,,
40.0819,2036.4574,,,
40.1039,2083.4419,,,
40.1259,2089.2037,,,
40.1479,2119.9984,,,
40.1699,2116.3758,,,
40.1919,2165.6583,,,
40.2139,2133.1413,,,
40.2359,2135.4356,,,
40.2579,2265.364,,,
40.2799,2292.1474,,,
40.3019,2275.8535,,,
40.3239,2284.7537,,,
40.3459,2294.5488,,,
40.3679,2360.6026,,,
40.3899,2434.9509,,,
40.4119,2451.1814,,,
40.4339,2459.3383,,,
40.4559,2472.2946,,,
40.4779,2476.9852,,,
40.4999,2521.8356,,,
40.5219,2557.9527,,,
40.5439,2600.7584,,,
40.5659,2612.4108,,,
40.5879,2682.9504,,,
40.6099,2799.2657,,,
40.6319,2848.388,,,
40.6539,2875.1957,,,
40.6759,2955.6154,,,
40.6979,3056.5706,,,
40.7199,3128.8375,,,
40.7419,3189.9382,,,
40.7639,3281.0937,,,
40.7859,3343.9421,,,
40.8079,3356.3142,,,
40.8299,3384.6235,,,
40.8519,3319.5636,,,
40.8739,3308.2361,,,
40.8959,3290.2747,,,
40.9179,3262.3175,,,
40.9399,3171.6855,,,
40.9619,3060.865,,,
40.9839,3017.1799,,,
41.0059,3000.0531,,,
41.0279,3006.7051,,,
41.0499,2917.0429,,,
41.0719,2835.3331,,,
41.0939,2733.3635,,,
41.1159,2729.0109,,,
41.1379,2764.068,,,
41.1599,2696.6349,,,
41.1819,2764.8469,,,
41.2039,2640.6588,,,
41.2259,2620.5644,,,
41.2479,2729.0048,,,
41.2699,2638.8286,,,
41.2919,2709.4998,,,
41.3139,2648.108,,,
41.3359,2621.4793,,,
41.3579,2700.4496,,,
41.3799,2669.2164,,,
41.4019,2707.8317,,,
41.4239,2645.3695,,,
41.4459,2715.6574,,,
41.4679,2574.8925,,,
41.4899,2620.1856,,,
41.5119,2559.4118,,,
41.5339,2624.5808,,,
41.5559,2540.3366,,,
41.5779,2612.1817,,,
41.5999,2547.9514,,,
41.6219,2560.5475,,,
41.6439,2509.9542,,,
41.6659,2490.7553,,,
41.6879,2545.1167,,,
41.7099,2587.0658,,,
41.7319,2571.0517,,,
41.7539,2589.9282,,,
41.7759,2608.665,,,
41.7979,2679.5486,,,
41.8199,2666.2857,,,
41.8419,2696.9598,,,
41.8639,2702.9688,,,
41.8859,2645.5093,,,
41.9079,2683.4745,,,
41.9299,2795.6134,,,
41.9519,2761.7744,,,
41.9739,2777.9764,,,
41.9959,2753.7255,,,
42.0179,2726.8556,,,
42.0399,2747.8707,,,
42.0619,2729.3597,,,
42.0839,2645.5581,,,
42.1059,2583.7415,,,
42.1279,2637.5578,,,
42.1499,2617.1755,,,
42.1719,2510.5323,,,
42.1939,2477.9557,,,
42.2159,2432.872,,,
42.2379,2369.3686,,,
42.2599,2367.835,,,
42.2819,2364.4206,,,
42.3039,2325.6538,,,
42.3259,2373.5284,,,
42.3479,2424.1849,,,
42.3699,2391.931,,,
42.3919,2353.0132,,,
42.4139,2349.8309,,,
42.4359,2365.3123,,,
42.4579,2322.5632,,,
42.4799,2332.7775,,,
42.5019,2334.9743,,,
42.5239,2354.5164,,,
42.5459,2378.2547,,,
42.5679,2389.6987,,,
42.5899,2569.1247,,,
42.6119,2706.4968,,,
42.6339,2739.472,,,
42.6559,3007.3316,,,
42.6779,3219.1263,,,
42.6999,3194.3699,,,
42.7219,3071.563,,,
42.7439,2870.927,,,
42.7659,2828.5772,,,
42.7879,2670.2162,,,
42.8099,2477.5904,,,
42.8319,2423.0343,,,
42.8539,2382.5279,,,
42.8759,2275.7381,,,
42.8979,2308.2096,,,
42.9199,2350.7656,,,
42.9419,2311.2181,,,
42.9639,2255.1394,,,
42.9859,2238.1681,,,
43.0079,2287.3222,,,
43.0299,2228.9477,,,
43.0519,2192.0559,,,
43.0739,2298.5077,,,
43.0959,2213.3733,,,
43.1179,2262.7258,,,
43.1399,2249.1696,,,
43.1619,2345.8816,,,
43.1839,2226.9162,,,
43.2059,2294.7699,,,
43.2279,2287.2115,,,
43.2499,2316.5456,,,
43.2719,2283.0056,,,
43.2939,2199.5765,,,
43.3159,2282.0443,,,
43.3379,2290.6164,,,
43.3599,2265.6518,,,
43.3819,2243.3364,,,
43.4039,2271.6848,,,
43.4259,2239.331,,,
43.4479,2138.9646,,,
43.4699,2145.0384,,,
43.4919,2157.9702,,,
43.5139,2199.1269,,,
43.5359,2204.896,,,
43.5579,2156.7781,,,
43.5799,2230.1503,,,
43.6019,2203.4298,,,
43.6239,2206.786,,,
43.6459,2164.3864,,,
43.6679,2177.8149,,,
43.6899,2234.7128,,,
43.7119,2204.2108,,,
43.7339,2218.787,,,
43.7559,2300.0015,,,
43.7779,2273.1502,,,
43.7999,2231.3614,,,
43.8219,2242.8486,,,
43.8439,2253.6402,,,
43.8659,2261.6627,,,
43.8879,2312.736,,,
43.9099,2341.7075,,,
43.9319,2309.842,,,
43.9539,2372.5477,,,
43.9759,2389.3054,,,
43.9979,2410.5527,,,
44.0199,2454.0253,,,
44.0419,2495.4631,,,
44.0639,2448.0129,,,
44.0859,2415.5507,,,
44.1079,2454.8276,,,
44.1299,2460.8298,,,
44.1519,2441.351,,,
44.1739,2492.0711,,,
44.1959,2442.4134,,,
44.2179,2375.591,,,
44.2399,2430.8956,,,
44.2619,2344.5077,,,
44.2839,2302.5307,,,
44.3059,2294.8347,,,
44.3279,2280.3048,,,
44.3499,2311.5764,,,
44.3719,2298.5662,,,
44.3939,2278.1071,,,
44.4159,2340.9482,,,
44.4379,2374.7109,,,
44.4599,2258.6361,,,
44.4819,2268.6453,,,
44.5039,2253.4659,,,
44.5259,2235.8957,,,
44.5479,2285.9466,,,
44.5699,2301.7876,,,
44.5919,2350.7942,,,
44.6139,2396.3,,,
44.6359,2422.1387,,,
44.6579,2407.5909,,,
44.6799,2418.4342,,,
44.7019,2427.8909,,,
44.7239,2479.6718,,,
44.7459,2518.008,,,
44.7679,2587.571,,,
44.7899,2557.6685,,,
44.8119,2649.9728,,,
44.8339,2621.5308,,,
44.8559,2712.7924,,,
44.8779,2659.459,,,
44.8999,2726.0106,,,
44.9219,2619.7302,,,
44.9439,2694.7353,,,
44.9659,2649.4249,,,
44.9879,2696.704,,,
45.0099,2681.6626,,,
45.0319,2640.8051,,,
45.0539,2591.9831,,,
45.0759,2542.5782,,,
45.0979,2532.5396,,,
45.1199,2477.1168,,,
45.1419,2419.4995,,,
45.1639,2399.3538,,,
45.1859,2345.1082,,,
45.2079,2351.2211,,,
45.2299,2293.5868,,,
45.2519,2234.1923,,,
45.2739,2236.8583,,,
45.2959,2203.0915,,,
45.3179,2197.9151,,,
45.3399,2149.7801,,,
45.3619,2190.495,,,
45.3839,2067.1814,,,
45.4059,2085.9697,,,
45.4279,2139.4206,,,
45.4499,2174.3617,,,
45.4719,2153.5337,,,
45.4939,2178.2121,,,
45.5159,2111.4581,,,
45.5379,2071.4611,,,
45.5599,2022.6546,,,
45.5819,2021.3044,,,
45.6039,2112.8312,,,
45.6259,2086.0207,,,
45.6479,2112.4432,,,
45.6699,2135.5437,,,
45.6919,2115.0265,,,
45.7139,2070.4461,,,
45.7359,2048.0985,,,
45.7579,2113.3365,,,
45.7799,2137.4095,,,
45.8019,2131.6146,,,
45.8239,2130.7241,,,
45.8459,2128.5074,,,
45.8679,2136.5128,,,
45.8899,2121.2477,,,
45.9119,2132.2563,,,
45.9339,2134.2123,,,
45.9559,2105.6371,,,
45.9779,2106.3363,,,
45.9999,2136.2882,,,
46.0219,2121.46,,,
46.0439,2131.5557,,,
46.0659,2178.4298,,,
46.0879,2273.1907,,,
46.1099,2304.3923,,,
46.1319,2332.6551,,,
46.1539,2435.0712,,,
46.1759,2386.9681,,,
46.1979,2235.1528,,,
46.2199,2124.569,,,
46.2419,2100.4435,,,
46.2639,2072.373,,,
46.2859,2009.0116,,,
46.3079,1985.6897,,,
46.3299,1891.4922,,,
46.3519,1845.9866,,,
46.3739,1820.3175,,,
46.3959,1818.2311,,,
46.4179,1805.879,,,
46.4399,1788.85,,,
46.4619,1766.5732,,,
46.4839,1780.1387,,,
46.5059,1763.877,,,
46.5279,1716.9241,,,
46.5499,1711.8938,,,
46.5719,1731.0281,,,
46.5939,1695.346,,,
46.6159,1750.633,,,
46.6379,1744.6273,,,
46.6599,1722.9842,,,
46.6819,1786.8262,,,
46.7039,1789,,,
46.7259,1791.9764,,,
46.7479,1720.1151,,,
46.7699,1747.254,,,
46.7919,1818.128,,,
46.8139,1721.3392,,,
46.8359,1706.5359,,,
46.8579,1722.9178,,,
46.8799,1815.3714,,,
46.9019,1755.9659,,,
46.9239,1817.4712,,,
46.9459,1752.3189,,,
46.9679,1818.2698,,,
46.9899,1784.8645,,,
47.0119,1827.3807,,,
47.0339,1880.4065,,,
47.0559,1962.2929,,,
47.0779,1963.2838,,,
47.0999,2127.94,,,
47.1219,2212.863,,,
47.1439,2155.9294,,,
47.1659,2152.8785,,,
47.1879,2001.4676,,,
47.2099,1919.4899,,,
47.2319,1983.0627,,,
47.2539,1987.7634,,,
47.2759,1838.9569,,,
47.2979,1766.6361,,,
47.3199,1763.1559,,,
47.3419,1763.5574,,,
47.3639,1730.9827,,,
47.3859,1708.4218,,,
47.4079,1684.1784,,,
47.4299,1679.1053,,,
47.4519,1705.1706,,,
47.4739,1715.8702,,,
47.4959,1700.5731,,,
47.5179,1641.4039,,,
47.5399,1625.3675,,,
47.5619,1633.2033,,,
47.5839,1659.6356,,,
47.6059,1688.6192,,,
47.6279,1653,,,
47.6499,1694.1773,,,
47.6719,1698.5956,,,
47.6939,1635.0893,,,
47.7159,1614.5428,,,
47.7379,1644.5311,,,
47.7599,1633.7997,,,
47.7819,1641.8517,,,
47.8039,1649.7344,,,
47.8259,1660.6275,,,
47.8479,1695.6643,,,
47.8699,1722.888,,,
47.8919,1713.6238,,,
47.9139,1698.0973,,,
47.9359,1710.3673,,,
47.9579,1678.5347,,,
47.9799,1642.6818,,,
48.0019,1621.6047,,,
48.0239,1592.3288,,,
48.0459,1662.5265,,,
48.0679,1742.4486,,,
48.0899,1688.3527,,,
48.1119,1666.5329,,,
48.1339,1674.7876,,,
48.1559,1667.5073,,,
48.1779,1652.9498,,,
48.1999,1661.4189,,,
48.2219,1692.1496,,,
48.2439,1722.3664,,,
48.2659,1709.0973,,,
48.2879,1663.6247,,,
48.3099,1698.2234,,,
48.3319,1735.1284,,,
48.3539,1681.2928,,,
48.3759,1763.6547,,,
48.3979,1676.5955,,,
48.4199,1663.3687,,,
48.4419,1644.9341,,,
48.4639,1653.6313,,,
48.4859,1630.5899,,,
48.5079,1552.9584,,,
48.5299,1567.0001,,,
48.5519,1585.2295,,,
48.5739,1684.3688,,,
48.5959,1696.013,,,
48.6179,1615.7383,,,
48.6399,1575.9948,,,
48.6619,1633.3862,,,
48.6839,1586.9675,,,
48.7059,1581.3099,,,
48.7279,1619.6014,,,
48.7499,1552.7163,,,
48.7719,1679.1659,,,
48.7939,1707.8904,,,
48.8159,1615.2317,,,
48.8379,1638.0195,,,
48.8599,1597.9279,,,
48.8819,1628.0835,,,
48.9039,1631.4026,,,
48.9259,1702.3006,,,
48.9479,1656.3474,,,
48.9699,1697.2171,,,
48.9919,1653.612,,,
49.0139,1636.9439,,,
49.0359,1612.9959,,,
49.0579,1592.0945,,,
49.0799,1629.6038,,,
49.1019,1631.4236,,,
49.1239,1593.0044,,,
49.1459,1577.9222,,,
49.1679,1565.832,,,
49.1899,1591.5811,,,
49.2119,1574.6625,,,
49.2339,1536.4601,,,
49.2559,1578.4562,,,
49.2779,1610.8069,,,
49.2999,1527.5961,,,
49.3219,1514.7613,,,
49.3439,1577.3768,,,
49.3659,1579.575,,,
49.3879,1535.9335,,,
49.4099,1569.7398,,,
49.4319,1574.6772,,,
49.4539,1573.2333,,,
49.4759,1614.7567,,,
49.4979,1642.7956,,,
49.5199,1669.6372,,,
49.5419,1667.0845,,,
49.5639,1663.3107,,,
49.5859,1643.171,,,
49.6079,1691.8401,,,
49.6299,1844.6201,,,
49.6519,2006.7734,,,
49.6739,2240.3196,,,
49.6959,2509.7203,,,
49.7179,2713.4962,,,
49.7399,2524.2557,,,
49.7619,2188.4963,,,
49.7839,2064.7786,,,
49.8059,2074.6737,,,
49.8279,1995.2537,,,
49.8499,1965.6873,,,
49.8719,1746.5712,,,
49.8939,1662.3313,,,
49.9159,1562.9818,,,
49.9379,1499.6016,,,
49.9599,1529.1472,,,
49.9819,1558.4691,,,
50.0039,1513.5897,,,
50.0259,1542.2824,,,
50.0479,1541.5191,,,
50.0699,1556.3472,,,
50.0919,1522.3479,,,
50.1139,1400.1853,,,
50.1359,1418.1983,,,
50.1579,1602.9988,,,
50.1799,1509.4582,,,
50.2019,1505.6047,,,
50.2239,1467.197,,,
50.2459,1467.8761,,,
50.2679,1409.7402,,,
50.2899,1480.7633,,,
50.3119,1482.9956,,,
50.3339,1480.819,,,
50.3559,1458.4032,,,
50.3779,1477.3185,,,
50.3999,1457.4474,,,
50.4219,1464.3194,,,
50.4439,1424.2982,,,
50.4659,1481.1022,,,
50.4879,1472.5025,,,
50.5099,1475.1058,,,
50.5319,1380.0951,,,
50.5539,1419.0462,,,
50.5759,1430.7214,,,
