Pos. [°2?],Intensity [Counts]
20.2599,2020.734
20.2819,2018.5487
20.3039,2057.9101
20.3259,2083.5554
20.3479,2016.1166
20.3699,2065.2556
20.3919,2068.9873
20.4139,2124.8585
20.4359,2158.6966
20.4579,2121.5673
20.4799,2129.7611
20.5019,2216.1565
20.5239,2270.581
20.5459,2224.8231
20.5679,2283.7807
20.5899,2306.7857
20.6119,2320.115
20.6339,2313.0335
20.6559,2352.6436
20.6779,2358.8259
20.6999,2286.8843
20.7219,2230.9666
20.7439,2206.3731
20.7659,2178.2035
20.7879,2145.9547
20.8099,2108.6283
20.8319,2112.3437
20.8539,2137.1436
20.8759,2132.8967
20.8979,2093.1907
20.9199,2117.7027
20.9419,2116.6046
20.9639,2019.0824
20.9859,2048.6737
21.0079,2092.3849
21.0299,2125.2626
21.0519,2092.8249
21.0739,2130.7376
21.0959,2199.326
21.1179,2134.4433
21.1399,2153.509
21.1619,2170.9007
21.1839,2213.5001
21.2059,2272.8673
21.2279,2244.6853
21.2499,2226.9636
21.2719,2267.6549
21.2939,2195.3627
21.3159,2197.471
21.3379,2117.5161
21.3599,2129.8221
21.3819,2196.1319
21.4039,2120.106
21.4259,2067.9881
21.4479,2115.9224
21.4699,2110.7699
21.4919,2101.8456
21.5139,2100.0934
21.5359,2034.7595
21.5579,2011.3077
21.5799,2073.212
21.6019,2058.8407
21.6239,2071.5526
21.6459,2081.8034
21.6679,2126.6682
21.6899,2011.241
21.7119,2060.0344
21.7339,2063.5045
21.7559,2110.6597
21.7779,2061.7592
21.7999,2142.2123
21.8219,2100.4827
21.8439,2069.0899
21.8659,2049.587
21.8879,2049.9283
21.9099,2092.2715
21.9319,2172.7773
21.9539,2137.6065
21.9759,2061.388
21.9979,2108.469
22.0199,2104.4857
22.0419,2109.6913
22.0639,2144.879
22.0859,2099.2507
22.1079,2082.2847
22.1299,2082.2567
22.1519,2095.8388
22.1739,2093.2496
22.1959,2064.186
22.2179,2150.4947
22.2399,2153.7221
22.2619,2107.4751
22.2839,2173
22.3059,2167.4149
22.3279,2180.4883
22.3499,2197.3391
22.3719,2201.155
22.3939,2281.7611
22.4159,2256.0003
22.4379,2264.2677
22.4599,2355.4808
22.4819,2291.101
22.5039,2263.0012
22.5259,2336.1357
22.5479,2385.6157
22.5699,2450.3658
22.5919,2472.5443
22.6139,2493.24
22.6359,2474.26
22.6579,2532.4988
22.6799,2664.4756
22.7019,2690.0393
22.7239,2677.913
22.7459,2703.7955
22.7679,2807.4339
22.7899,2840.4601
22.8119,2934.0312
22.8339,3009.237
22.8559,3069.8202
22.8779,3158.8458
22.8999,3244.8359
22.9219,3338.242
22.9439,3387.0487
22.9659,3523.486
22.9879,3616.3452
23.0099,3770.8253
23.0319,3851.4509
23.0539,3933.3276
23.0759,4108.5131
23.0979,4095.8003
23.1199,4092.2537
23.1419,4096.6323
23.1639,4081.26
23.1859,3979.637
23.2079,3846.6979
23.2299,3901.4151
23.2519,3749.7696
23.2739,3830.2254
23.2959,3696.8493
23.3179,3737.6963
23.3399,3584.5263
23.3619,3590.7808
23.3839,3657.6417
23.4059,3594.5102
23.4279,3530.5176
23.4499,3563.5871
23.4719,3560.9615
23.4939,3483.8182
23.5159,3543.8907
23.5379,3420.1975
23.5599,3355.101
23.5819,3488.9557
23.6039,3456.5894
23.6259,3448.8645
23.6479,3549.0471
23.6699,3505.3332
23.6919,3432.1532
23.7139,3370.9324
23.7359,3505.4571
23.7579,3446.533
23.7799,3484.792
23.8019,3478.6303
23.8239,3475.6199
23.8459,3484.0326
23.8679,3531.9002
23.8899,3509.0855
23.9119,3504.8231
23.9339,3535.3107
23.9559,3531.7321
23.9779,3569.3983
23.9999,3630.5952
24.0219,3814.1685
24.0439,3988.2082
24.0659,4157.1056
24.0879,4467.4339
24.1099,4931.1158
24.1319,5633.5013
24.1539,6831.8095
24.1759,8451.6759
24.1979,10717.1037
24.2199,13431.632
24.2419,16046.0098
24.2639,17049.4772
24.2859,14867.9983
24.3079,11503.2832
24.3299,8685.9025
24.3519,6133.5831
24.3739,4636.4763
24.3959,4011.3495
24.4179,3855.4061
24.4399,3825.1916
24.4619,3727.5691
24.4839,3581.1954
24.5059,3452.7609
24.5279,3434.0281
24.5499,3367.4226
24.5719,3288.3982
24.5939,3289.9381
24.6159,3330.7021
24.6379,3227.395
24.6599,3263.9599
24.6819,3227.7313
24.7039,3234.2155
24.7259,3226.5545
24.7479,3128.3951
24.7699,3144.0709
24.7919,3168.9037
24.8139,3189.7562
24.8359,3111.3582
24.8579,3117.5428
24.8799,3156.9106
24.9019,3179.3894
24.9239,3121.3106
24.9459,3048.4964
24.9679,3014.2566
24.9899,3043.943
25.0119,2993.1828
25.0339,3004.0826
25.0559,3013.1981
25.0779,2961.9311
25.0999,2922.3288
25.1219,2907.0098
25.1439,2865.8116
25.1659,2829.8583
25.1879,2846.2247
25.2099,2916.947
25.2319,2829.4762
25.2539,2798.1179
25.2759,2768.9331
25.2979,2762.2597
25.3199,2821.3412
25.3419,2796.3459
25.3639,2683.3852
25.3859,2789.8152
25.4079,2803.162
25.4299,2704.8441
25.4519,2909.9172
25.4739,2800.0906
25.4959,2873.7834
25.5179,2992.9944
25.5399,3199.8982
25.5619,3407.0884
25.5839,3377.7956
25.6059,3450.2036
25.6279,3475.6903
25.6499,3439.5846
25.6719,3209.7843
25.6939,3039.0501
25.7159,2982.0234
25.7379,2857.8286
25.7599,2747.4911
25.7819,2701.1256
25.8039,2627.9643
25.8259,2686.472
25.8479,2696.9513
25.8699,2677.1434
25.8919,2657.6683
25.9139,2709.2576
25.9359,2720.2317
25.9579,2726.3008
25.9799,2692.4268
26.0019,2696.6185
26.0239,2610.1427
26.0459,2551.8016
26.0679,2590.0073
26.0899,2541.1592
26.1119,2512.2458
26.1339,2550.4063
26.1559,2574.9999
26.1779,2572.4425
26.1999,2549.607
26.2219,2552.1919
26.2439,2516.8051
26.2659,2494.8103
26.2879,2544.3762
26.3099,2592.6461
26.3319,2540.807
26.3539,2508.708
26.3759,2560.4893
26.3979,2616.7602
26.4199,2506.7961
26.4419,2468.6697
26.4639,2458.1169
26.4859,2505.2244
26.5079,2505.1337
26.5299,2525.6117
26.5519,2535.3938
26.5739,2553.0718
26.5959,2579.3914
26.6179,2519.286
26.6399,2558.0916
26.6619,2583.827
26.6839,2634.4942
26.7059,2541.2466
26.7279,2603.6939
26.7499,2667.0886
26.7719,2686.974
26.7939,2883.4124
26.8159,2983.7612
26.8379,3027.4789
26.8599,3040.0398
26.8819,2912.4039
26.9039,2830.1577
26.9259,2648.1943
26.9479,2672.6992
26.9699,2592.8897
26.9919,2559.0211
27.0139,2575.6284
27.0359,2567.0752
27.0579,2644.8544
27.0799,2606.5234
27.1019,2517
27.1239,2508.5119
27.1459,2313.832
27.1679,2400.3923
27.1899,2401.8052
27.2119,2358.478
27.2339,2418.9891
27.2559,2379.9258
27.2779,2439.9443
27.2999,2594.6176
27.3219,2618.6657
27.3439,2645.5179
27.3659,2718.1031
27.3879,2667.0568
27.4099,2780.1769
27.4319,2778.3778
27.4539,2941.7173
27.4759,3124.0634
27.4979,3009.0936
27.5199,2726.765
27.5419,2668.9287
27.5639,2485.0384
27.5859,2489.2929
27.6079,2435.2242
27.6299,2443.177
27.6519,2424.6199
27.6739,2439.1506
27.6959,2480.6302
27.7179,2515.0553
27.7399,2522.8536
27.7619,2418.2597
27.7839,2459.2385
27.8059,2468.5162
27.8279,2458.8294
27.8499,2476.9814
27.8719,2481.4409
27.8939,2482.8467
27.9159,2548.7632
27.9379,2630.1152
27.9599,2639.465
27.9819,2661.1369
28.0039,2798.257
28.0259,2983.493
28.0479,3052.7187
28.0699,3048.0944
28.0919,3037.6435
28.1139,3099.0199
28.1359,3073.4068
28.1579,3044.0286
28.1799,3000.8607
28.2019,2978.2891
28.2239,3023.977
28.2459,3069.7031
28.2679,2952.8108
28.2899,2898.2301
28.3119,2874.228
28.3339,2821.4247
28.3559,2758.3371
28.3779,2629.0489
28.3999,2566.6356
28.4219,2591.9372
28.4439,2663.4834
28.4659,2582.1797
28.4879,2592.1284
28.5099,2600.1849
28.5319,2633.0974
28.5539,2636.6411
28.5759,2674.3408
28.5979,2701.7434
28.6199,2843.5028
28.6419,2796.3332
28.6639,2933.0903
28.6859,2864.047
28.7079,2996.7161
28.7299,3118.6905
28.7519,3200.127
28.7739,3204.9626
28.7959,3288.8438
28.8179,3516.086
28.8399,3616.952
28.8619,3736.1211
28.8839,3833.1561
28.9059,3965.9482
28.9279,4098.1195
28.9499,4127.7426
28.9719,4230.6637
28.9939,4023.5723
29.0159,3996.5949
29.0379,3797.8192
29.0599,3837.2503
29.0819,3655.4148
29.1039,3549.1003
29.1259,3353.3273
29.1479,3288.0776
29.1699,3232.8642
29.1919,3168.9955
29.2139,3138.2145
29.2359,3160.4438
29.2579,3091.0471
29.2799,3017.2189
29.3019,2913.8811
29.3239,2949.6504
29.3459,2929.0677
29.3679,2896.3073
29.3899,2959.3483
29.4119,3003.2436
29.4339,2937.5154
29.4559,2979.0339
29.4779,2930.1001
29.4999,2934.5505
29.5219,2983.2475
29.5439,2908.035
29.5659,2968.1831
29.5879,3004.6945
29.6099,2948.1091
29.6319,2936.3039
29.6539,2994.7879
29.6759,3096.6585
29.6979,3227.7162
29.7199,3342.1196
29.7419,3324.7314
29.7639,3213.7971
29.7859,3133.3274
29.8079,3064.1861
29.8299,2922.7145
29.8519,2816.3657
29.8739,2760.2546
29.8959,2622.0512
29.9179,2553.4337
29.9399,2529.6828
29.9619,2454.2545
29.9839,2399.9247
30.0059,2381.4906
30.0279,2368.7148
30.0499,2382.239
30.0719,2426.7661
30.0939,2361.0882
30.1159,2338.823
30.1379,2354.1456
30.1599,2307.1488
30.1819,2363.9265
30.2039,2446.1167
30.2259,2443.1061
30.2479,2457.4396
30.2699,2535.657
30.2919,2513.464
30.3139,2584.6551
30.3359,2541.8582
30.3579,2480.8396
30.3799,2546.8099
30.4019,2531.0904
30.4239,2632.2515
30.4459,2742.8498
30.4679,2842.1777
30.4899,2962.4821
30.5119,3019.6152
30.5339,3057.0532
30.5559,3123.2002
30.5779,3113.3835
30.5999,3107.1032
30.6219,3182.6265
30.6439,3296.0434
30.6659,3569.4069
30.6879,3506.1073
30.7099,4010.0628
30.7319,4381.1996
30.7539,4816.8693
30.7759,5284.6677
30.7979,5738.5801
30.8199,6186.7823
30.8419,6992.2424
30.8639,8582.299
30.8859,10513.7234
30.9079,13387.3464
30.9299,18527.1628
30.9519,27096.4275
30.9739,40454.3175
30.9959,60460.7021
31.0179,78289.774
31.0399,75873.6807
31.0619,56400.7095
31.0839,45259.6507
31.1059,36121.2215
31.1279,21082.249
31.1499,10449.056
31.1719,6571.2489
31.1939,5348.1047
31.2159,4790.8773
31.2379,4445.0346
31.2599,4179.3016
31.2819,4019.6898
31.3039,3800.3667
31.3259,3588.1953
31.3479,3430.5095
31.3699,3299.5513
31.3919,3200.7595
31.4139,3080.9248
31.4359,2957.3038
31.4579,2873.6781
31.4799,2775.9203
31.5019,2754.0796
31.5239,2697.1059
31.5459,2659.3619
31.5679,2597.507
31.5899,2554.3305
31.6119,2524.278
31.6339,2481.1209
31.6559,2499.7557
31.6779,2462.6852
31.6999,2470.6064
31.7219,2428.6723
31.7439,2395.4386
31.7659,2522.2335
31.7879,2544.4512
31.8099,2586.1979
31.8319,2578.05
31.8539,2693.677
31.8759,2840.4811
31.8979,3035.5846
31.9199,3183.8297
31.9419,3482.6478
31.9639,3942.7371
31.9859,3866.3603
32.0079,3682.7396
32.0299,3448.4448
32.0519,3327.8916
32.0739,3036.8596
32.0959,2816.2872
32.1179,2724.6695
32.1399,2633.7422
32.1619,2602.7463
32.1839,2501.9442
32.2059,2557.4033
32.2279,2605.3703
32.2499,2684.1791
32.2719,2749.7656
32.2939,2851.6374
32.3159,2902.3089
32.3379,2931.7061
32.3599,2854.7476
32.3819,2951.7938
32.4039,3147.1789
32.4259,3201.9624
32.4479,3537.1673
32.4699,4225.7471
32.4919,5383.4004
32.5139,6290.1331
32.5359,6929.6859
32.5579,8578.7598
32.5799,9087.1491
32.6019,7271.32
32.6239,5907.8206
32.6459,5427.32
32.6679,4332.6164
32.6899,3283.4586
32.7119,2680.6203
32.7339,2450.0512
32.7559,2505.9825
32.7779,2568.0313
32.7999,2511.4165
32.8219,2521.2889
32.8439,2442.7368
32.8659,2387.4975
32.8879,2385.3451
32.9099,2363.2457
32.9319,2323.7163
32.9539,2289.2949
32.9759,2294.8479
32.9979,2384.4828
33.0199,2325.3549
33.0419,2205.8261
33.0639,2210.1389
33.0859,2130.9025
33.1079,2131.5661
33.1299,2157.6016
33.1519,2138.4824
33.1739,2150.0039
33.1959,2153.7267
33.2179,2173.4454
33.2399,2141.9595
33.2619,2069.6891
33.2839,2043.0576
33.3059,2096.5567
33.3279,2109.6144
33.3499,2018.6605
33.3719,1973.2867
33.3939,2060.5824
33.4159,2042.2607
33.4379,1992.9135
33.4599,1996.8712
33.4819,1892.5748
33.5039,1864.9441
33.5259,1847.1572
33.5479,1881.0902
33.5699,1886.1798
33.5919,1870.3088
33.6139,1896.3334
33.6359,1902.8894
33.6579,1832.9486
33.6799,1892.3499
33.7019,1927.8525
33.7239,1898.6031
33.7459,1882.8171
33.7679,1893.0433
33.7899,1924.5399
33.8119,1928.3363
33.8339,1929.3687
33.8559,1851.4167
33.8779,1859.6815
33.8999,1882.5291
33.9219,1878.4513
33.9439,1899.9779
33.9659,1927.3098
33.9879,1935.3781
34.0099,1925.3451
34.0319,1877.1896
34.0539,1818.1631
34.0759,1900.8542
34.0979,1851.7757
34.1199,1808.1267
34.1419,1909.8587
34.1639,1885.7556
34.1859,1994.4723
34.2079,2116.8218
34.2299,2145.5099
34.2519,2375.3235
34.2739,2387.6902
34.2959,2354.8138
34.3179,2404.7618
34.3399,2305.1209
34.3619,2262.9877
34.3839,2068.4843
34.4059,2066.342
34.4279,2006.7782
34.4499,1970.7385
34.4719,1965.9378
34.4939,1876.2744
34.5159,1894.0525
34.5379,1884.9973
34.5599,1947.7059
