"Angle","Counts"
3.00243322,24683
3.01329966,24556
3.0241661,24575
3.03503254,24165
3.04589898,23915
3.05676542,23291
3.06763186,23204
3.0784983,22919
3.08936474,22797
3.10023118,22666
3.11109762,22315
3.12196406,22203
3.1328305,21907
3.14369694,21557
3.15456338,21669
3.16542982,20986
3.17629626,20830
3.1871627,21021
3.19802914,20538
3.20889558,20422
3.21976202,20103
3.23062846,19939
3.2414949,19788
3.25236134,19539
3.26322778,19312
3.27409422,18939
3.28496066,18718
3.2958271,18801
3.30669354,18828
3.31755998,18625
3.32842642,18215
3.33929286,18060
3.3501593,17804
3.36102574,18018
3.37189218,17592
3.38275862,17568
3.39362506,17276
3.4044915,17050
3.41535794,17025
3.42622438,16725
3.43709082,16734
3.44795726,16470
3.4588237,16228
3.46969014,16375
3.48055658,16110
3.49142302,15951
3.50228946,15904
3.5131559,15986
3.52402234,15546
3.53488878,15460
3.54575522,15395
3.55662166,15275
3.5674881,15104
3.57835454,15026
3.58922098,14867
3.60008742,14808
3.61095386,14227
3.6218203,14538
3.63268674,14206
3.64355318,14242
3.65441962,14206
3.66528606,14010
3.6761525,13785
3.68701894,13860
3.69788538,13651
3.70875182,13534
3.71961826,13608
3.7304847,13455
3.74135114,13307
3.75221758,13098
3.76308402,13177
3.77395046,13050
3.7848169,12908
3.79568334,12800
3.80654978,12784
3.81741622,12667
3.82828266,12434
3.8391491,12322
3.85001554,12308
3.86088198,12488
3.87174842,12000
3.88261486,11970
3.8934813,11986
3.90434774,11843
3.91521418,11807
3.92608062,11784
3.93694706,11621
3.9478135,11551
3.95867994,11595
3.96954638,11266
3.98041282,11047
3.99127926,11210
4.0021457,11024
4.01301214,11334
4.02387858,11007
4.03474502,10808
4.04561146,10825
4.0564779,10869
4.06734434,10789
4.07821078,10810
4.08907722,10630
4.09994366,10612
4.1108101,10666
4.12167654,10346
4.13254298,10460
4.14340942,10358
4.15427586,10225
4.1651423,10157
4.17600874,10236
4.18687518,10033
4.19774162,10039
4.20860806,9974
4.2194745,9751
4.23034094,9614
4.24120738,9658
4.25207382,9712
4.26294026,9492
4.2738067,9574
4.28467314,9580
4.29553958,9458
4.30640602,9453
4.31727246,9381
4.3281389,9140
4.33900534,9247
4.34987178,9434
4.36073822,9180
4.37160466,9241
4.3824711,8974
4.39333754,9053
4.40420398,8997
4.41507042,9170
4.42593686,9055
4.4368033,8812
4.44766974,8945
4.45853618,8802
4.46940262,8841
4.48026906,8752
4.4911355,8699
4.50200194,8552
4.51286838,8591
4.52373482,8468
4.53460126,8545
4.5454677,8717
4.55633414,8378
4.56720058,8266
4.57806702,8402
4.58893346,8334
4.5997999,8222
4.61066634,8101
4.62153278,8238
4.63239922,8311
4.64326566,8138
4.6541321,8179
4.66499854,8081
4.67586498,8026
4.68673142,8083
4.69759786,7965
4.7084643,7940
4.71933074,7977
4.73019718,7922
4.74106362,8029
4.75193006,7873
4.7627965,7955
4.77366294,7817
4.78452938,7848
4.79539582,7692
4.80626226,7888
4.8171287,7554
4.82799514,7778
4.83886158,7960
4.84972802,7626
4.86059446,7493
4.8714609,7666
4.88232734,7706
4.89319378,7605
4.90406022,7513
4.91492666,7516
4.9257931,7449
4.93665954,7563
4.94752598,7342
4.95839242,7520
4.96925886,7441
4.9801253,7335
4.99099174,7251
5.00185818,7386
5.01272462,7367
5.02359106,7272
5.0344575,7233
5.04532394,7186
5.05619038,7331
5.06705682,7262
5.07792326,7293
5.0887897,7008
5.09965614,7266
5.11052258,7269
5.12138902,7289
5.13225546,7107
5.1431219,7140
5.15398834,7148
5.16485478,7078
5.17572122,7069
5.18658766,7050
5.1974541,7225
5.20832054,7048
5.21918698,7187
5.23005342,7133
5.24091986,7028
5.2517863,7104
5.26265274,6980
5.27351918,7110
5.28438562,6897
5.29525206,7048
5.3061185,6985
5.31698494,6965
5.32785138,6849
5.33871782,6982
5.34958426,7029
5.3604507,6828
5.37131714,6915
5.38218358,6746
5.39305002,7013
