"Angle","Counts"
3.00243322,25545
3.01329966,25482
3.0241661,25130
3.03503254,24785
3.04589898,24430
3.05676542,24210
3.06763186,24117
3.0784983,23726
3.08936474,23244
3.10023118,23132
3.11109762,22982
3.12196406,22862
3.1328305,22609
3.14369694,22273
3.15456338,22253
3.16542982,22078
3.17629626,21818
3.1871627,21482
3.19802914,21147
3.20889558,21295
3.21976202,21117
3.23062846,20891
3.2414949,20681
3.25236134,20557
3.26322778,20260
3.27409422,20061
3.28496066,19824
3.2958271,20077
3.30669354,19771
3.31755998,19366
3.32842642,19417
3.33929286,19407
3.3501593,19090
3.36102574,18988
3.37189218,18542
3.38275862,18727
3.39362506,18599
3.4044915,18280
3.41535794,18093
3.42622438,17777
3.43709082,17851
3.44795726,17607
3.4588237,17604
3.46969014,17367
3.48055658,17376
3.49142302,17130
3.50228946,17233
3.5131559,16779
3.52402234,16702
3.53488878,16780
3.54575522,16671
3.55662166,16412
3.5674881,16396
3.57835454,16220
3.58922098,16109
3.60008742,15933
3.61095386,16027
3.6218203,15569
3.63268674,15255
3.64355318,15407
3.65441962,15119
3.66528606,15276
3.6761525,15112
3.68701894,15291
3.69788538,15138
3.70875182,14659
3.71961826,14677
3.7304847,14555
3.74135114,14446
3.75221758,14381
3.76308402,14267
3.77395046,14190
3.7848169,14029
3.79568334,13980
3.80654978,13889
3.81741622,13821
3.82828266,13593
3.8391491,13620
3.85001554,13616
3.86088198,13416
3.87174842,13389
3.88261486,13255
3.8934813,13408
3.90434774,13139
3.91521418,12832
3.92608062,12913
3.93694706,13029
3.9478135,12956
3.95867994,12660
3.96954638,12804
3.98041282,12440
3.99127926,12466
4.0021457,12628
4.01301214,12346
4.02387858,12185
4.03474502,12057
4.04561146,12033
4.0564779,12074
4.06734434,11950
4.07821078,12107
4.08907722,11821
4.09994366,11544
4.1108101,11743
4.12167654,11743
4.13254298,11444
4.14340942,11543
4.15427586,11321
4.1651423,11399
4.17600874,11272
4.18687518,11330
4.19774162,11096
4.20860806,11166
4.2194745,11120
4.23034094,10934
4.24120738,10862
4.25207382,10777
4.26294026,10914
4.2738067,10734
4.28467314,10819
4.29553958,10553
4.30640602,10514
4.31727246,10549
4.3281389,10339
4.33900534,10577
4.34987178,10401
4.36073822,10335
4.37160466,10313
4.3824711,10435
4.39333754,10221
4.40420398,10125
4.41507042,10066
4.42593686,10060
4.4368033,9936
4.44766974,9924
4.45853618,9829
4.46940262,9916
4.48026906,10016
4.4911355,9883
4.50200194,9650
4.51286838,9806
4.52373482,9598
4.53460126,9545
4.5454677,9581
4.55633414,9538
4.56720058,9290
4.57806702,9399
4.58893346,9469
4.5997999,9365
4.61066634,9752
4.62153278,9513
4.63239922,9328
4.64326566,9380
4.6541321,9424
4.66499854,9251
4.67586498,9174
4.68673142,9217
4.69759786,9193
4.7084643,8988
4.71933074,9043
4.73019718,8845
4.74106362,9112
4.75193006,8841
4.7627965,8944
4.77366294,9062
4.78452938,8891
4.79539582,8748
4.80626226,8834
4.8171287,8833
4.82799514,8869
4.83886158,8594
4.84972802,8591
4.86059446,8681
4.8714609,8682
4.88232734,8700
4.89319378,8551
4.90406022,8720
4.91492666,8642
4.9257931,8439
4.93665954,8385
4.94752598,8433
4.95839242,8558
4.96925886,8410
4.9801253,8620
4.99099174,8430
5.00185818,8400
5.01272462,8418
5.02359106,8410
5.0344575,8276
5.04532394,8343
5.05619038,8257
5.06705682,8198
5.07792326,8222
5.0887897,8185
5.09965614,8140
5.11052258,8196
5.12138902,8282
5.13225546,8143
5.1431219,8026
5.15398834,8015
5.16485478,8036
5.17572122,7961
5.18658766,7952
5.1974541,8150
5.20832054,8008
5.21918698,8005
5.23005342,8090
5.24091986,8052
5.2517863,7846
5.26265274,7913
5.27351918,7902
5.28438562,7849
5.29525206,7997
5.3061185,7895
5.31698494,7980
5.32785138,7792
5.33871782,7951
5.34958426,7853
5.3604507,7806
5.37131714,7621
5.38218358,7766
5.39305002,7746
5.40391646,7759
5.4147829,7733
5.42564934,7698
5.43651578,7489
5.44738222,7740
5.45824866,7839
5.4691151,7772
5.47998154,7616
5.49084798,7530
5.50171442,7605
5.51258086,7467
5.5234473,7631
5.53431374,7506
5.54518018,7429
5.55604662,7537
5.56691306,7685
5.5777795,7491
5.58864594,7572
5.59951238,7537
5.61037882,7592
5.62124526,7557
5.6321117,7632
5.64297814,7423
5.65384458,7520
5.66471102,7734
5.67557746,7555
5.6864439,7410
5.69731034,7461
5.70817678,7358
5.71904322,7601
5.72990966,7384
5.7407761,7339
5.75164254,7420
5.76250898,7453
5.77337542,7391
5.78424186,7530
5.7951083,7496
5.80597474,7287
5.81684118,7296
5.82770762,7348
5.83857406,7382
5.8494405,7322
5.86030694,7420
5.87117338,7406
5.88203982,7363
5.89290626,7375
5.9037727,7371
5.91463914,7523
5.92550558,7145
5.93637202,7180
5.94723846,7277
5.9581049,7245
5.96897134,7295
5.97983778,7154
5.99070422,7318
6.00157066,7382
6.0124371,7303
6.02330354,7273
6.03416998,7354
6.04503642,7220
6.05590286,7373
6.0667693,7060
6.07763574,7214
6.08850218,7099
6.09936862,7166
6.11023506,7160
6.1211015,7151
6.13196794,7187
6.14283438,7233
6.15370082,7371
6.16456726,7299
6.1754337,7156
6.18630014,7131
6.19716658,7264
6.20803302,7232
6.21889946,7153
6.2297659,7117
6.24063234,7148
6.25149878,7179
6.26236522,7194
6.27323166,7081
6.2840981,7204
6.29496454,7021
6.30583098,7061
6.31669742,7132
6.32756386,7022
6.3384303,7044
6.34929674,7178
6.36016318,7155
6.37102962,7219
6.38189606,7096
6.3927625,7179
6.40362894,7224
6.41449538,7228
6.42536182,7137
6.43622826,7130
6.4470947,6931
6.45796114,7141
6.46882758,6959
6.47969402,7162
6.49056046,7039
6.5014269,7081
6.51229334,6976
6.52315978,7078
6.53402622,6965
6.54489266,6978
6.5557591,6829
6.56662554,6901
6.57749198,6961
6.58835842,7171
6.59922486,7017
6.6100913,6901
6.62095774,6928
6.63182418,6951
6.64269062,6899
6.65355706,7059
6.6644235,6942
6.67528994,7016
6.68615638,6964
6.69702282,7052
6.70788926,7064
6.7187557,6888
6.72962214,6811
6.74048858,7106
6.75135502,6918
6.76222146,6788
6.7730879,6964
6.78395434,6796
6.79482078,6928
6.80568722,6793
6.81655366,6702
6.8274201,6988
6.83828654,6943
6.84915298,6908
6.86001942,6796
6.87088586,6774
6.8817523,7070
6.89261874,6790
6.90348518,6888
6.91435162,6823
6.92521806,6898
6.9360845,6908
6.94695094,6839
6.95781738,6788
6.96868382,6711
6.97955026,6846
6.9904167,6764
7.00128314,6822
7.01214958,6733
7.02301602,6810
7.03388246,6762
7.0447489,6996
7.05561534,6799
7.06648178,6773
7.07734822,6714
7.08821466,6783
7.0990811,6702
7.10994754,6642
7.12081398,6724
7.13168042,6736
7.14254686,6683
7.1534133,6523
7.16427974,6821
7.17514618,6835
7.18601262,6784
7.19687906,6704
7.2077455,6588
7.21861194,6576
7.22947838,6751
7.24034482,6618
7.25121126,6697
7.2620777,6558
7.27294414,6724
7.28381058,6636
7.29467702,6634
7.30554346,6726
7.3164099,6597
7.32727634,6573
7.33814278,6438
7.34900922,6475
7.35987566,6567
7.3707421,6527
7.38160854,6699
7.39247498,6574
7.40334142,6449
7.41420786,6683
7.4250743,6621
7.43594074,6608
7.44680718,6533
7.45767362,6581
7.46854006,6489
7.4794065,6387
7.49027294,6620
7.50113938,6468
7.51200582,6505
7.52287226,6489
7.5337387,6615
7.54460514,6583
7.55547158,6450
7.56633802,6556
7.57720446,6515
7.5880709,6503
7.59893734,6439
7.60980378,6528
7.62067022,6419
7.63153666,6468
7.6424031,6468
7.65326954,6523
7.66413598,6545
7.67500242,6338
7.68586886,6506
7.6967353,6473
7.70760174,6549
7.71846818,6519
7.72933462,6430
7.74020106,6500
7.7510675,6543
7.76193394,6561
7.77280038,6543
7.78366682,6401
7.79453326,6418
7.8053997,6406
7.81626614,6432
7.82713258,6457
7.83799902,6429
7.84886546,6505
7.8597319,6276
7.87059834,6333
7.88146478,6384
7.89233122,6318
7.90319766,6395
7.9140641,6331
7.92493054,6277
7.93579698,6337
7.94666342,6260
7.95752986,6239
7.9683963,6368
7.97926274,6456
7.99012918,6477
8.00099562,6424
8.01186206,6523
8.0227285,6390
8.03359494,6206
8.04446138,6439
8.05532782,6389
8.06619426,6324
8.0770607,6233
8.08792714,6362
8.09879358,6222
8.10966002,6469
8.12052646,6319
8.1313929,6313
8.14225934,6283
8.15312578,6307
8.16399222,6384
8.17485866,6375
8.1857251,6317
8.19659154,6306
8.20745798,6408
8.21832442,6226
8.22919086,6359
8.2400573,6375
8.25092374,6341
8.26179018,6287
8.27265662,6290
8.28352306,6228
8.2943895,6381
8.30525594,6266
8.31612238,6355
8.32698882,6136
8.33785526,6273
8.3487217,6277
8.35958814,6261
8.37045458,6210
8.38132102,6184
8.39218746,6316
8.4030539,6348
8.41392034,6070
8.42478678,6369
8.43565322,6222
8.44651966,6243
8.4573861,6219
8.46825254,6358
8.47911898,6219
8.48998542,6158
8.50085186,6208
8.5117183,6109
8.52258474,6207
8.53345118,6452
8.54431762,6339
8.55518406,6180
8.5660505,6273
8.57691694,6318
8.58778338,6099
8.59864982,6190
8.60951626,6295
8.6203827,6199
8.63124914,6187
8.64211558,6233
8.65298202,6186
8.66384846,6207
8.6747149,6258
8.68558134,6341
8.69644778,6235
8.70731422,6338
8.71818066,6342
8.7290471,6298
8.73991354,6061
8.75077998,6321
8.76164642,5981
8.77251286,6298
8.7833793,6312
8.79424574,6251
8.80511218,6279
8.81597862,6442
8.82684506,6235
8.8377115,6450
8.84857794,6125
8.85944438,6331
8.87031082,6264
8.88117726,6375
8.8920437,6208
8.90291014,6355
8.91377658,6105
8.92464302,6237
8.93550946,6220
8.9463759,6280
8.95724234,6364
8.96810878,6314
8.97897522,6218
8.98984166,6349
9.0007081,6237
9.01157454,6256
9.02244098,6272
9.03330742,6431
9.04417386,6159
9.0550403,6214
9.06590674,6245
9.07677318,6289
9.08763962,6323
9.09850606,6304
9.1093725,6260
9.12023894,6364
9.13110538,6166
9.14197182,6504
9.15283826,6353
9.1637047,6286
9.17457114,6271
9.18543758,6263
9.19630402,6284
9.20717046,6244
9.2180369,6306
9.22890334,6250
9.23976978,6365
9.25063622,6404
9.26150266,6186
9.2723691,6375
9.28323554,6335
9.29410198,6512
9.30496842,6340
9.31583486,6435
9.3267013,6455
9.33756774,6406
9.34843418,6423
9.35930062,6362
9.37016706,6444
9.3810335,6343
9.39189994,6431
9.40276638,6539
9.41363282,6315
9.42449926,6444
9.4353657,6458
9.44623214,6573
9.45709858,6596
9.46796502,6598
9.47883146,6665
9.4896979,6451
9.50056434,6565
9.51143078,6622
9.52229722,6644
9.53316366,6746
9.5440301,6609
9.55489654,6653
9.56576298,6691
9.57662942,6601
9.58749586,6696
9.5983623,6850
9.60922874,6710
9.62009518,6764
9.63096162,6682
9.64182806,6753
9.6526945,6838
9.66356094,6803
9.67442738,6825
9.68529382,6860
9.69616026,6636
9.7070267,6928
9.71789314,6809
9.72875958,6846
9.73962602,6927
9.75049246,7060
9.7613589,6922
9.77222534,6997
9.78309178,7141
9.79395822,6975
9.80482466,7136
9.8156911,7024
9.82655754,7111
9.83742398,7022
9.84829042,7089
9.85915686,7057
9.8700233,7177
9.88088974,7141
9.89175618,7195
9.90262262,7270
9.91348906,7324
9.9243555,7347
9.93522194,7248
9.94608838,7158
9.95695482,7268
9.96782126,7205
9.9786877,7079
9.98955414,7170
10.00042058,7008
10.01128702,7050
10.02215346,7211
10.0330199,6890
10.04388634,6994
10.05475278,6798
10.06561922,6892
10.07648566,6780
10.0873521,6855
10.09821854,6683
10.10908498,6859
10.11995142,6668
10.13081786,6593
10.1416843,6696
10.15255074,6744
10.16341718,6744
10.17428362,6609
10.18515006,6546
10.1960165,6576
10.20688294,6684
10.21774938,6563
10.22861582,6805
10.23948226,6572
10.2503487,6487
10.26121514,6459
10.27208158,6475
10.28294802,6469
10.29381446,6516
10.3046809,6493
10.31554734,6379
10.32641378,6412
10.33728022,6547
10.34814666,6414
10.3590131,6586
10.36987954,6321
10.38074598,6442
10.39161242,6413
10.40247886,6449
10.4133453,6356
10.42421174,6218
10.43507818,6376
10.44594462,6284
10.45681106,6378
10.4676775,6474
10.47854394,6282
10.48941038,6286
10.50027682,6189
10.51114326,6426
10.5220097,6335
10.53287614,6335
10.54374258,6217
10.55460902,6376
10.56547546,6419
10.5763419,6337
10.58720834,6412
10.59807478,6402
10.60894122,6375
10.61980766,6355
10.6306741,6208
10.64154054,6446
10.65240698,6265
10.66327342,6410
10.67413986,6370
10.6850063,6322
10.69587274,6253
10.70673918,6418
10.71760562,6275
10.72847206,6286
10.7393385,6293
10.75020494,6063
10.76107138,6256
10.77193782,6204
10.78280426,6196
10.7936707,6212
10.80453714,6241
10.81540358,6298
10.82627002,6178
10.83713646,6215
10.8480029,6257
10.85886934,6249
10.86973578,6160
10.88060222,6178
10.89146866,6201
10.9023351,6181
10.91320154,6160
10.92406798,6228
10.93493442,6035
10.94580086,6009
10.9566673,6137
10.96753374,6049
10.97840018,6232
10.98926662,6109
11.00013306,6145
11.0109995,6128
11.02186594,6045
11.03273238,6227
11.04359882,6130
11.05446526,6208
11.0653317,5928
11.07619814,6189
11.08706458,5885
11.09793102,6348
11.10879746,6085
11.1196639,6172
11.13053034,6192
11.14139678,6001
11.15226322,6067
11.16312966,6071
11.1739961,6082
11.18486254,6128
11.19572898,5996
11.20659542,6019
11.21746186,6039
11.2283283,6148
11.23919474,6014
11.25006118,6061
11.26092762,6106
11.27179406,6150
11.2826605,6002
11.29352694,6073
11.30439338,5988
11.31525982,5961
11.32612626,6009
11.3369927,6142
11.34785914,5973
11.35872558,6021
11.36959202,6240
11.38045846,5978
11.3913249,6197
11.40219134,6129
11.41305778,6203
11.42392422,6103
11.43479066,6050
11.4456571,5998
11.45652354,6098
11.46738998,5958
11.47825642,6148
11.48912286,6061
11.4999893,5980
