"Angle","Counts"
3.00243322,25451
3.01329966,25272
3.0241661,25482
3.03503254,24936
3.04589898,24424
3.05676542,24365
3.06763186,24141
3.0784983,24228
3.08936474,23815
3.10023118,23685
3.11109762,23110
3.12196406,23410
3.1328305,22775
3.14369694,22597
3.15456338,22500
3.16542982,22413
3.17629626,21998
3.1871627,22097
3.19802914,21414
3.20889558,21550
3.21976202,21510
3.23062846,21132
3.2414949,20831
3.25236134,20977
3.26322778,20813
3.27409422,20341
3.28496066,20205
3.2958271,20403
3.30669354,19997
3.31755998,20078
3.32842642,19541
3.33929286,19435
3.3501593,19267
3.36102574,19286
3.37189218,18856
3.38275862,19008
3.39362506,19170
3.4044915,18555
3.41535794,18669
3.42622438,18507
3.43709082,18310
3.44795726,17826
3.4588237,17694
3.46969014,17853
3.48055658,17643
3.49142302,17457
3.50228946,17384
3.5131559,17178
3.52402234,17300
3.53488878,17099
3.54575522,16769
3.55662166,16619
3.5674881,16624
3.57835454,16629
3.58922098,16412
3.60008742,16285
3.61095386,16033
3.6218203,15985
3.63268674,15936
3.64355318,15925
3.65441962,15758
3.66528606,15532
3.6761525,15563
3.68701894,15326
3.69788538,15462
3.70875182,15050
3.71961826,15184
3.7304847,15132
3.74135114,15069
3.75221758,14956
3.76308402,14754
3.77395046,14718
3.7848169,14828
3.79568334,14532
3.80654978,14391
3.81741622,14359
3.82828266,14009
3.8391491,14272
3.85001554,13837
3.86088198,14067
3.87174842,13705
3.88261486,13706
3.8934813,13739
3.90434774,13557
3.91521418,13274
3.92608062,13566
3.93694706,13467
3.9478135,13068
3.95867994,13228
3.96954638,13162
3.98041282,13255
3.99127926,12946
4.0021457,12922
4.01301214,12781
4.02387858,12749
4.03474502,12655
4.04561146,12650
4.0564779,12697
4.06734434,12417
4.07821078,12576
4.08907722,12443
4.09994366,12463
4.1108101,12491
4.12167654,12240
4.13254298,12043
4.14340942,12197
4.15427586,12085
4.1651423,12007
4.17600874,11839
4.18687518,11675
4.19774162,11723
4.20860806,11761
4.2194745,11819
4.23034094,11397
4.24120738,11707
4.25207382,11446
4.26294026,11487
4.2738067,11540
4.28467314,11392
4.29553958,11335
4.30640602,11216
4.31727246,11384
4.3281389,11269
4.33900534,10946
4.34987178,11176
4.36073822,11144
4.37160466,10934
4.3824711,11029
4.39333754,10857
4.40420398,10944
4.41507042,10821
4.42593686,10798
4.4368033,10545
4.44766974,10643
4.45853618,10710
4.46940262,10669
4.48026906,10738
4.4911355,10436
4.50200194,10645
4.51286838,10415
4.52373482,10549
4.53460126,10482
4.5454677,10418
4.55633414,10409
4.56720058,10419
4.57806702,10276
4.58893346,10175
4.5997999,10311
4.61066634,10153
4.62153278,10231
4.63239922,10214
4.64326566,10134
4.6541321,10130
4.66499854,9913
4.67586498,9925
4.68673142,10134
4.69759786,9952
4.7084643,9829
4.71933074,9800
4.73019718,9860
4.74106362,10024
4.75193006,10048
4.7627965,9701
4.77366294,9719
4.78452938,9752
4.79539582,9787
4.80626226,9758
4.8171287,9741
4.82799514,9967
4.83886158,9763
4.84972802,9641
4.86059446,9667
4.8714609,9482
4.88232734,9565
4.89319378,9498
4.90406022,9432
4.91492666,9511
4.9257931,9508
4.93665954,9588
4.94752598,9544
4.95839242,9459
4.96925886,9415
4.9801253,9559
4.99099174,9449
5.00185818,9444
5.01272462,9181
5.02359106,9241
5.0344575,9377
5.04532394,9357
5.05619038,9179
5.06705682,9284
